sku_id,product_name,category,cogs_60d,avg_inventory,turnover_ratio
SKU-03578,Single Long,Toys,984612.4399999995,721.0,2.79
SKU-03331,Knowledge And,Sports,864655.0400000004,967.0,2.79
SKU-06607,Its Certain,Sports,35662.799999999996,243.0,2.79
SKU-03869,Treat Trial,Apparel,903973.6399999999,834.0,2.78
SKU-05993,Deep Response,Home & Garden,87385.99999999999,187.0,2.78
SKU-02972,Movement Executive,Apparel,87968.01999999999,166.0,2.78
SKU-06681,Authority Unit,Home & Garden,226157.84,446.0,2.78
SKU-09857,Simply Actually,Food & Beverage,5748.749999999999,405.0,2.78
SKU-05758,Create Garden,Health & Beauty,72236.10000000003,389.0,2.78
SKU-02272,Watch Seem,Sports,1097982.4500000002,872.0,2.78
SKU-09263,Little Prove,Apparel,742131.0499999997,627.0,2.78
SKU-03270,Look To,Automotive,434785.0000000001,468.0,2.78
SKU-06632,Light Fear,Health & Beauty,607494.36,795.0,2.78
SKU-07867,Major State,Toys,744326.1699999999,935.0,2.78
SKU-01187,School Necessary,Health & Beauty,708486.8000000002,909.0,2.78
SKU-00640,Effect May,Health & Beauty,339757.7599999999,387.0,2.78
SKU-03174,Standard Single,Apparel,365114.88000000006,795.0,2.78
SKU-00125,Nothing Easy,Sports,1051299.2799999998,817.0,2.77
SKU-09608,Animal Side,Electronics,260536.73,805.0,2.77
SKU-04367,Clearly In,Sports,130229.41,379.0,2.77
SKU-00635,Section To,Apparel,259585.40999999992,791.0,2.77
SKU-08897,Pay Point,Apparel,636257.4600000002,701.0,2.77
SKU-05499,Attack Than,Health & Beauty,132300.14000000004,916.0,2.77
SKU-05248,Doctor Go,Automotive,347834.0800000001,555.0,2.77
SKU-09621,Later Level,Home & Garden,74316.9,891.0,2.77
SKU-06070,Song Type,Health & Beauty,507045.25000000023,913.0,2.77
SKU-06891,Woman Tend,Home & Garden,129449.47,505.0,2.77
SKU-07690,Value Husband,Food & Beverage,167161.39999999997,702.0,2.77
SKU-04990,Serve Thousand,Health & Beauty,593255.2800000003,892.0,2.77
SKU-04758,Water Outside,Home & Garden,528845.3200000002,478.0,2.77
SKU-08586,Real Quickly,Health & Beauty,695528.0,820.0,2.77
SKU-08901,Want Third,Home & Garden,58338.27999999999,882.0,2.77
SKU-03653,Enough Gas,Automotive,127224.40000000001,527.0,2.77
SKU-03704,Time Hit,Automotive,333915.0,542.0,2.77
SKU-02727,Newspaper Entire,Health & Beauty,473314.37999999995,402.0,2.77
SKU-02101,Even Example,Toys,413083.53999999986,775.0,2.77
SKU-09602,Kitchen Certain,Electronics,390818.3999999999,975.0,2.77
SKU-03260,Season Specific,Toys,324522.0,323.0,2.77
SKU-02792,Whom Mr,Electronics,219673.71999999997,799.0,2.77
SKU-09290,Across Growth,Sports,220466.87999999986,685.0,2.77
SKU-07576,Three Animal,Sports,542655.5000000001,464.0,2.77
SKU-04583,Happy Simply,Sports,492766.36000000004,809.0,2.77
SKU-01247,Because Pm,Automotive,37388.0,520.0,2.77
SKU-06696,Center Staff,Health & Beauty,446215.71,657.0,2.77
SKU-09815,See Either,Health & Beauty,626486.2200000002,938.0,2.76
SKU-01975,Audience I,Apparel,699473.6000000002,914.0,2.76
SKU-08735,Mouth Lot,Sports,1064534.9,881.0,2.76
SKU-00987,Within Friend,Home & Garden,306980.4,506.0,2.76
SKU-02300,Somebody Bill,Health & Beauty,129611.08,140.0,2.76
SKU-04397,Try Level,Health & Beauty,103422.40999999999,955.0,2.76
SKU-03807,Color Personal,Automotive,494741.63999999996,404.0,2.76
SKU-09624,Blood Article,Automotive,198386.93999999994,488.0,2.76
SKU-00922,Past History,Toys,292738.83,481.0,2.76
SKU-02139,Lot Event,Automotive,220117.40000000005,513.0,2.76
SKU-05284,Someone Standard,Home & Garden,127397.52999999997,391.0,2.76
SKU-06630,Describe Team,Apparel,637693.3800000005,737.0,2.76
SKU-09069,Authority Their,Sports,417565.82,738.0,2.76
SKU-09492,Have With,Apparel,1077236.1,859.0,2.76
SKU-02914,Tv Compare,Home & Garden,638650.4399999998,801.0,2.76
SKU-02438,Number Score,Food & Beverage,35686.17,127.0,2.76
SKU-09562,Indeed Serve,Toys,501073.8200000001,904.0,2.76
SKU-07664,Tonight Evidence,Toys,15021.150000000005,455.0,2.76
SKU-09370,Lay Book,Health & Beauty,32231.550000000007,71.0,2.75
SKU-00246,Allow Position,Automotive,210135.51999999996,873.0,2.75
SKU-09864,Side Perhaps,Automotive,585746.4000000004,886.0,2.75
SKU-02521,Probably Father,Sports,317002.48000000004,929.0,2.75
SKU-01345,Rule Bring,Toys,258373.79999999993,706.0,2.75
SKU-01964,Police Century,Apparel,425434.5999999999,342.0,2.75
SKU-03662,Price Class,Apparel,261839.24000000005,948.0,2.75
SKU-07204,Method Friend,Health & Beauty,723139.1999999998,864.0,2.75
SKU-04505,Six Off,Home & Garden,274861.6900000002,367.0,2.75
SKU-05056,Character Standard,Automotive,850794.7499999999,897.0,2.75
SKU-04916,Improve Media,Apparel,645279.39,651.0,2.75
SKU-09725,This Education,Toys,301494.0,502.0,2.75
SKU-09613,Hour Understand,Sports,704475.4500000001,548.0,2.75
SKU-05685,Pick Box,Food & Beverage,923967.2900000003,978.0,2.75
SKU-04385,Benefit Safe,Food & Beverage,134743.80000000002,310.0,2.75
SKU-07252,Upon Sell,Home & Garden,417547.79999999993,802.0,2.75
SKU-04034,Word Part,Automotive,366877.67,321.0,2.75
SKU-00012,Audience World,Toys,38507.03999999999,528.0,2.75
SKU-02897,Animal Company,Apparel,1157514.0,900.0,2.75
SKU-01584,Well Describe,Health & Beauty,1116246.95,885.0,2.74
SKU-08515,Like Believe,Health & Beauty,872115.8399999995,973.0,2.74
SKU-06741,Course Quite,Sports,497689.50000000006,566.0,2.74
SKU-05873,Material Consumer,Toys,178957.5,390.0,2.74
SKU-03229,Day Including,Food & Beverage,545779.8399999996,415.0,2.74
SKU-00165,Product Cold,Apparel,159552.33000000007,795.0,2.74
SKU-02361,Government Man,Health & Beauty,1085441.5,990.0,2.74
SKU-00120,Rise Again,Sports,444154.35999999987,668.0,2.74
SKU-01319,Field Happy,Apparel,319580.25,301.0,2.74
SKU-08636,Cup Whom,Health & Beauty,306661.60000000003,716.0,2.74
SKU-04698,Government Again,Sports,774983.4699999997,806.0,2.74
SKU-03795,Issue Heavy,Food & Beverage,409549.68,388.0,2.74
SKU-01827,Hit Degree,Automotive,10817.280000000006,140.0,2.74
SKU-01444,Its Choice,Food & Beverage,668949.1199999999,491.0,2.74
SKU-00815,Quite Yourself,Home & Garden,145191.19999999992,562.0,2.74
SKU-08323,Pressure International,Automotive,143916.75,868.0,2.73
SKU-03303,Specific Simply,Electronics,878407.7399999999,799.0,2.73
SKU-04798,Huge Yourself,Apparel,122053.20000000006,746.0,2.73
SKU-07815,Situation Especially,Sports,355545.6,516.0,2.73
SKU-09649,Economic Movie,Automotive,105400.55999999995,500.0,2.73
SKU-04633,Of Around,Automotive,84357.33000000002,197.0,2.73
SKU-01759,Call Old,Toys,97459.74000000003,480.0,2.73
SKU-09510,Indicate Relationship,Apparel,407905.1200000001,736.0,2.73
SKU-06517,Special Manager,Sports,494063.54000000015,936.0,2.73
SKU-03039,Draw Ready,Food & Beverage,186348.58,439.0,2.73
SKU-01117,Outside Your,Toys,247155.87999999998,774.0,2.73
SKU-08629,At Course,Toys,220508.81999999998,796.0,2.73
SKU-05583,Stop Woman,Apparel,1171004.0800000003,953.0,2.73
SKU-07106,Either North,Apparel,993866.9700000001,877.0,2.73
SKU-02169,Thus Reason,Automotive,1069249.1599999997,851.0,2.73
SKU-09039,Occur Sometimes,Sports,456052.05,764.0,2.73
SKU-04214,Nature Wear,Sports,935989.2099999996,853.0,2.73
SKU-04690,People Head,Apparel,469080.0,953.0,2.73
SKU-02500,Trip Site,Home & Garden,590894.1599999999,735.0,2.73
SKU-09601,Include Fire,Food & Beverage,930749.8799999999,786.0,2.73
SKU-06151,Hotel Break,Sports,392924.1599999999,563.0,2.73
SKU-05060,Step Include,Apparel,708739.7199999997,903.0,2.72
SKU-06537,Order Region,Sports,922985.2799999999,742.0,2.72
SKU-01438,Within Foreign,Sports,2239.1400000000003,74.0,2.72
SKU-09896,Fill Seven,Home & Garden,802494.4000000001,694.0,2.72
SKU-00944,Quality Itself,Sports,155198.40000000002,822.0,2.72
SKU-00615,Guess I,Automotive,576411.0400000002,594.0,2.72
SKU-02348,Decision Fund,Apparel,332495.13000000006,681.0,2.72
SKU-01680,Level Leader,Apparel,40905.899999999994,999.0,2.72
SKU-06839,Mission Move,Automotive,1114788.9000000001,838.0,2.72
SKU-05291,Begin Every,Sports,297943.94,519.0,2.72
SKU-01352,Fund Price,Health & Beauty,537293.0200000001,547.0,2.72
SKU-00772,Theory Suggest,Sports,419941.06000000006,516.0,2.72
SKU-04282,Fire Law,Automotive,472734.0899999999,361.0,2.72
SKU-06688,Woman Magazine,Home & Garden,248496.52000000002,741.0,2.72
SKU-01106,Public Rich,Home & Garden,47973.47999999999,117.0,2.72
SKU-02297,Audience Between,Electronics,230831.34,384.0,2.71
SKU-03523,Couple There,Home & Garden,341355.51999999984,940.0,2.71
SKU-02528,Enough Edge,Electronics,172903.25999999998,198.0,2.71
SKU-00673,Think Campaign,Automotive,1003381.3099999994,761.0,2.71
SKU-03762,Road Article,Automotive,903275.7999999999,787.0,2.71
SKU-05353,Catch Affect,Food & Beverage,185823.88000000006,235.0,2.71
SKU-03323,Occur Why,Toys,1045267.7800000001,934.0,2.71
SKU-02102,Community Type,Sports,715340.0000000003,738.0,2.71
SKU-07481,Poor Road,Food & Beverage,299399.69999999995,344.0,2.71
SKU-06477,Remain Employee,Health & Beauty,797819.5499999997,626.0,2.71
SKU-05087,Mention Official,Apparel,111613.24999999999,433.0,2.71
SKU-02998,Treat Ready,Sports,202925.07999999993,239.0,2.71
SKU-06189,Know I,Apparel,441762.50999999995,649.0,2.71
SKU-07090,Hand True,Health & Beauty,792376.9200000006,874.0,2.71
SKU-03511,Police Opportunity,Apparel,301589.6,903.0,2.71
SKU-03868,Where Stay,Health & Beauty,217013.63,497.0,2.71
SKU-09206,Language Rock,Electronics,484229.64000000013,507.0,2.71
SKU-08226,Save Drive,Automotive,262406.2200000001,908.0,2.7
SKU-06790,Strong National,Toys,339492.05,592.0,2.7
SKU-02499,Way Collection,Food & Beverage,33813.830000000016,518.0,2.7
SKU-03319,Score Environmental,Toys,635792.64,849.0,2.7
SKU-02480,Start Positive,Electronics,264815.52,811.0,2.7
SKU-05047,Executive Performance,Health & Beauty,114191.54999999999,720.0,2.7
SKU-02830,Question Know,Sports,974242.3999999998,826.0,2.7
SKU-04570,Describe Nearly,Food & Beverage,363312.94999999984,309.0,2.7
SKU-08996,Growth Receive,Home & Garden,290897.5999999999,506.0,2.7
SKU-06748,Inside Begin,Sports,135648.25,264.0,2.7
SKU-00503,Type Word,Sports,443582.0999999999,745.0,2.7
SKU-03131,State Two,Home & Garden,27609.400000000016,960.0,2.7
SKU-04956,Power Skill,Toys,727491.2399999999,590.0,2.7
SKU-06933,Even Material,Automotive,412443.2399999999,741.0,2.7
SKU-01468,Program Serve,Automotive,734146.25,903.0,2.7
SKU-00403,Single Gas,Food & Beverage,947388.6,904.0,2.7
SKU-04395,Anything Him,Home & Garden,241920.18000000002,510.0,2.69
SKU-08012,Drug Eye,Toys,153654.33,991.0,2.69
SKU-01908,Beautiful Chair,Electronics,1092648.48,891.0,2.69
SKU-02724,Organization Rest,Food & Beverage,1052808.02,853.0,2.69
SKU-05143,Almost Activity,Food & Beverage,541746.2,590.0,2.69
SKU-02385,Mean Stage,Electronics,724281.04,789.0,2.69
SKU-03373,Media Stock,Home & Garden,762241.44,995.0,2.69
SKU-03113,Scene Religious,Apparel,85598.16000000002,366.0,2.69
SKU-04878,North Debate,Sports,242046.49000000002,284.0,2.69
SKU-04577,Keep Send,Electronics,399544.5,950.0,2.69
SKU-03612,Size Establish,Food & Beverage,73992.27999999997,513.0,2.69
SKU-09072,People Color,Sports,106633.18000000004,847.0,2.69
SKU-06371,Five Impact,Toys,643292.1599999998,861.0,2.69
SKU-00570,Drug Financial,Toys,28397.46,830.0,2.69
SKU-03819,Feeling As,Food & Beverage,116775.11999999997,290.0,2.69
SKU-07272,Stage Enough,Health & Beauty,1263191.2799999998,993.0,2.69
SKU-01133,Present Among,Automotive,175368.25999999998,156.0,2.69
SKU-06896,Open Imagine,Automotive,526342.5,997.0,2.69
SKU-08731,Local Plant,Toys,164192.24000000002,533.0,2.69
SKU-01320,Single Area,Food & Beverage,422962.74,396.0,2.68
SKU-08278,Seem Them,Toys,61830.700000000004,367.0,2.68
SKU-04753,Wear Realize,Sports,70189.44,830.0,2.68
SKU-08595,Become Age,Toys,400980.36000000016,374.0,2.68
SKU-03598,Ago Recent,Food & Beverage,427916.57999999984,405.0,2.68
SKU-01406,Significant Dog,Health & Beauty,69339.19999999998,535.0,2.68
SKU-04608,Movie Describe,Automotive,1109317.6799999995,992.0,2.68
SKU-02670,Him Data,Food & Beverage,1294349.4300000004,971.0,2.68
SKU-00421,Poor Nation,Apparel,155466.6,835.0,2.68
SKU-00070,Than Father,Automotive,396530.4000000001,627.0,2.68
SKU-01072,Leader Also,Apparel,1010925.5,840.0,2.68
SKU-02000,Mention Pass,Electronics,592094.2399999999,972.0,2.68
SKU-02640,Tree Girl,Home & Garden,338383.99999999994,598.0,2.68
SKU-04686,Image Prepare,Food & Beverage,463061.8400000001,885.0,2.68
SKU-00327,Half Indeed,Food & Beverage,278806.69999999995,772.0,2.68
SKU-00777,Positive Agency,Electronics,454879.1200000002,445.0,2.68
SKU-08225,Gun Result,Apparel,346992.4000000001,909.0,2.68
SKU-02533,Always List,Health & Beauty,461249.33999999985,950.0,2.68
SKU-01041,Now Thought,Sports,62568.75,663.0,2.68
SKU-09854,Environment Somebody,Home & Garden,271377.0,490.0,2.68
SKU-07856,Agency Really,Automotive,301846.2699999999,537.0,2.68
SKU-08619,Seven Thing,Apparel,97367.4,97.0,2.68
SKU-00495,Develop Space,Sports,29278.480000000003,290.0,2.68
SKU-07889,Space Fine,Toys,194037.65999999995,292.0,2.68
SKU-07944,Entire Worry,Apparel,11036.000000000002,116.0,2.67
SKU-07749,Upon Entire,Automotive,440255.97000000015,416.0,2.67
SKU-00588,Artist Set,Food & Beverage,228532.0,290.0,2.67
SKU-05825,Answer Stuff,Toys,245113.88,717.0,2.67
SKU-06475,Even Century,Home & Garden,119182.79999999997,494.0,2.67
SKU-01609,Likely Finally,Automotive,219868.54,864.0,2.67
SKU-02524,Political Area,Health & Beauty,907938.7199999999,688.0,2.67
SKU-04352,Raise Edge,Toys,77037.39999999998,541.0,2.67
SKU-02389,Law Call,Food & Beverage,288162.81000000006,793.0,2.67
SKU-09929,Power Exist,Sports,980006.0399999997,988.0,2.67
SKU-03948,Effect Laugh,Food & Beverage,406224.38,410.0,2.67
SKU-01347,Form See,Food & Beverage,387188.8099999998,915.0,2.67
SKU-00634,Instead Significant,Electronics,395004.95999999996,394.0,2.67
SKU-07599,Artist Pick,Food & Beverage,741710.5599999999,929.0,2.67
SKU-09110,Box Again,Sports,162892.52,281.0,2.67
SKU-09778,Skill During,Health & Beauty,7787.66,631.0,2.67
SKU-04114,Rate Yes,Health & Beauty,148519.66999999995,973.0,2.66
SKU-08628,Certain Bag,Apparel,233602.52,221.0,2.66
SKU-08818,Great Factor,Food & Beverage,92193.93999999999,932.0,2.66
SKU-04958,Show Interest,Sports,437496.16000000003,388.0,2.66
SKU-00485,Himself Carry,Sports,436374.00000000006,507.0,2.66
SKU-08649,Day A,Sports,587401.8200000004,929.0,2.66
SKU-00394,Tv Join,Health & Beauty,723725.5499999999,625.0,2.66
SKU-00053,Different Particularly,Food & Beverage,64121.500000000015,937.0,2.66
SKU-08689,Condition Operation,Apparel,501222.69000000024,394.0,2.66
SKU-09714,Partner Nearly,Electronics,585085.4400000002,891.0,2.66
SKU-02204,Reality Meet,Toys,45841.90000000002,337.0,2.66
SKU-00391,Whose World,Food & Beverage,956276.9400000001,974.0,2.66
SKU-07558,Modern Top,Health & Beauty,247828.90999999995,985.0,2.65
SKU-08848,Attention Tend,Health & Beauty,124500.44000000003,291.0,2.65
SKU-08028,Resource Probably,Food & Beverage,515029.05000000005,598.0,2.65
SKU-08122,Consider Fly,Toys,824897.9699999997,751.0,2.65
SKU-01348,Place Treat,Toys,565422.6199999999,598.0,2.65
SKU-07648,Service Else,Automotive,584009.7300000001,622.0,2.65
SKU-09904,Fight Process,Electronics,1255725.4500000004,973.0,2.65
SKU-06334,Garden Garden,Home & Garden,581218.24,884.0,2.65
SKU-04658,Week Attention,Automotive,293072.36999999994,931.0,2.65
SKU-07923,News Vote,Apparel,312810.12,873.0,2.65
SKU-08182,Contain Mean,Health & Beauty,412787.6,894.0,2.64
SKU-06841,Democratic Radio,Automotive,895023.6900000001,775.0,2.64
SKU-00170,Necessary Local,Automotive,229053.60000000003,878.0,2.64
SKU-01218,Property Energy,Apparel,803091.2399999998,907.0,2.64
SKU-09177,Exactly Watch,Apparel,653884.6600000003,703.0,2.64
SKU-09871,Article Win,Apparel,581201.55,593.0,2.64
SKU-07302,Upon Natural,Apparel,427654.26,604.0,2.64
SKU-01028,List Speech,Food & Beverage,776390.3999999999,819.0,2.64
SKU-01540,Trouble Onto,Sports,257301.91999999993,506.0,2.64
SKU-06756,Receive Whatever,Health & Beauty,305171.87999999995,784.0,2.64
SKU-02734,Might Notice,Home & Garden,387473.6399999998,409.0,2.64
SKU-06718,Idea National,Toys,342303.5,495.0,2.64
SKU-00271,Role Agreement,Automotive,264024.68999999994,649.0,2.64
SKU-02041,Strategy Series,Sports,913757.2399999999,728.0,2.64
SKU-07115,A Hold,Automotive,418783.7500000001,900.0,2.64
SKU-04292,Reality Race,Home & Garden,751753.9799999999,893.0,2.64
SKU-04205,Use Hour,Apparel,292053.5200000001,329.0,2.64
SKU-03423,Father Talk,Food & Beverage,549147.41,802.0,2.63
SKU-02815,People Course,Home & Garden,970673.1399999997,898.0,2.63
SKU-04831,Require Various,Food & Beverage,211260.80000000005,815.0,2.63
SKU-08801,Themselves Sea,Apparel,539050.9800000001,722.0,2.63
SKU-09224,Real Exist,Health & Beauty,586693.77,555.0,2.63
SKU-00670,System Special,Toys,6470.0,76.0,2.63
SKU-08877,Life Throughout,Food & Beverage,80982.90000000001,763.0,2.63
SKU-02629,Reduce Model,Apparel,641608.8,964.0,2.63
SKU-02122,Model Popular,Home & Garden,273529.8300000001,768.0,2.63
SKU-03789,Pass Moment,Apparel,42996.13999999999,913.0,2.63
SKU-02594,Successful Enjoy,Home & Garden,339391.55000000005,775.0,2.63
SKU-04415,Account Treatment,Health & Beauty,115325.6500000001,889.0,2.63
SKU-05240,Claim In,Home & Garden,48868.56000000001,105.0,2.63
SKU-05923,Group At,Sports,701286.9600000002,686.0,2.63
SKU-07544,Far Area,Food & Beverage,727956.5399999999,996.0,2.63
SKU-04439,Over Find,Automotive,665467.5300000003,958.0,2.62
SKU-08684,Quality Low,Toys,231421.8399999999,258.0,2.62
SKU-03363,Road Agreement,Home & Garden,332057.5999999999,831.0,2.62
SKU-01963,Budget National,Apparel,584755.7099999998,805.0,2.62
SKU-09438,Interest General,Sports,206914.44000000003,938.0,2.62
SKU-00388,Art Challenge,Toys,232013.87999999995,736.0,2.62
SKU-06949,Which Song,Home & Garden,530973.53,545.0,2.62
SKU-02964,His Quickly,Automotive,67231.65000000001,600.0,2.62
SKU-05359,Attack Mrs,Apparel,496265.3999999998,996.0,2.62
SKU-03658,Community Yourself,Home & Garden,935397.1200000008,983.0,2.62
SKU-05083,Summer Item,Toys,310841.5500000001,808.0,2.62
SKU-01167,Newspaper Property,Sports,1213916.76,968.0,2.62
SKU-03764,Effort Soon,Home & Garden,801580.29,989.0,2.62
SKU-04389,Provide Hot,Food & Beverage,1017286.2600000004,923.0,2.62
SKU-08269,Discussion Kind,Automotive,397831.96999999986,394.0,2.62
SKU-08570,Stop Guy,Toys,358655.87999999983,382.0,2.62
SKU-09247,Quite Fly,Health & Beauty,1179401.0800000003,932.0,2.62
SKU-04903,Building Perform,Home & Garden,476434.56000000006,512.0,2.62
SKU-02030,Live Require,Health & Beauty,84087.59999999999,905.0,2.62
SKU-09630,Politics Very,Home & Garden,382902.24000000017,759.0,2.62
SKU-02614,For Source,Home & Garden,605540.0900000003,904.0,2.62
SKU-08631,Staff Industry,Sports,294969.74,989.0,2.62
SKU-00432,Small Cell,Automotive,511969.8799999998,850.0,2.62
SKU-09411,May Real,Sports,66562.85999999996,727.0,2.61
SKU-00475,Information Tend,Food & Beverage,1165783.5000000002,978.0,2.61
SKU-06350,Miss Summer,Electronics,908354.6399999998,695.0,2.61
SKU-04116,Challenge Shake,Food & Beverage,104820.00000000003,230.0,2.61
SKU-03786,Participant Stay,Apparel,155410.6000000001,814.0,2.61
SKU-08293,Treatment Century,Sports,832124.9400000002,726.0,2.61
SKU-06292,Prevent Decade,Electronics,258335.99999999994,449.0,2.61
SKU-03439,Without Hour,Food & Beverage,735725.1499999999,748.0,2.61
SKU-05203,Game Build,Food & Beverage,12290.490000000005,567.0,2.61
SKU-08467,Tax Yard,Sports,586023.66,528.0,2.61
SKU-05188,Born Involve,Home & Garden,183196.47999999995,843.0,2.61
SKU-02046,Do Similar,Health & Beauty,9824.099999999999,526.0,2.61
SKU-01124,Note General,Toys,845566.92,733.0,2.61
SKU-06476,International Across,Health & Beauty,169725.79,483.0,2.61
SKU-05956,Themselves Without,Automotive,605717.08,761.0,2.61
SKU-06160,Management Result,Food & Beverage,184513.02,730.0,2.61
SKU-04945,Attack Result,Sports,183142.40000000002,448.0,2.61
SKU-09183,Total Political,Apparel,894124.9799999997,894.0,2.61
SKU-07762,Concern Parent,Toys,89438.12,414.0,2.61
SKU-00574,Next Southern,Apparel,259435.3,613.0,2.61
SKU-09926,Middle Create,Electronics,91623.84000000003,312.0,2.61
SKU-08036,Approach Campaign,Toys,83090.27999999997,489.0,2.61
SKU-04486,Bed Fall,Food & Beverage,407298.02999999997,319.0,2.61
SKU-07672,Poor Management,Health & Beauty,709017.0299999997,634.0,2.6
SKU-03633,Particularly Drop,Toys,147946.7200000001,114.0,2.6
SKU-03233,Especially Especially,Toys,217879.9800000001,251.0,2.6
SKU-07137,Fish Soldier,Health & Beauty,319681.18999999977,797.0,2.6
SKU-05731,Nearly Environmental,Food & Beverage,316254.37999999995,891.0,2.6
SKU-00768,Reality Story,Health & Beauty,194922.0299999999,979.0,2.6
SKU-08309,Power Political,Food & Beverage,1011208.8899999998,952.0,2.6
SKU-00230,Final Machine,Sports,535754.24,689.0,2.6
SKU-01797,Quality Race,Toys,68817.00000000001,653.0,2.6
SKU-03666,Staff Maybe,Health & Beauty,310010.0,411.0,2.6
SKU-09295,Republican Build,Home & Garden,1147971.1200000003,976.0,2.6
SKU-02610,Reason Receive,Home & Garden,228148.2,512.0,2.6
SKU-05342,Network Article,Home & Garden,1116089.5200000003,911.0,2.6
SKU-09760,Ask Than,Home & Garden,213030.56000000008,387.0,2.6
SKU-04910,Whom Bed,Toys,968251.5199999997,881.0,2.6
SKU-09875,Edge Real,Electronics,606049.6100000005,652.0,2.6
SKU-03087,Let Pattern,Apparel,906731.6100000005,758.0,2.6
SKU-03830,Artist Newspaper,Home & Garden,1044850.7999999999,999.0,2.6
SKU-04675,Cost Evidence,Apparel,494253.19999999995,464.0,2.6
SKU-06487,Price Onto,Apparel,333356.8800000002,504.0,2.6
SKU-03586,Dinner Sense,Toys,283578.4,607.0,2.6
SKU-05982,But Name,Health & Beauty,84456.11000000003,420.0,2.6
SKU-03875,Recent Power,Home & Garden,993731.94,907.0,2.6
SKU-08642,Short Choose,Automotive,726132.8999999997,998.0,2.6
SKU-04498,Mention Media,Home & Garden,469478.8300000001,562.0,2.59
SKU-02180,Executive Section,Health & Beauty,11100.32,34.0,2.59
SKU-04962,Company Standard,Electronics,968151.0800000003,799.0,2.59
SKU-02355,Husband Lot,Automotive,112687.90000000001,852.0,2.59
SKU-05006,Reason Sport,Toys,663334.7999999998,515.0,2.59
SKU-09800,Their Difficult,Electronics,54590.04,402.0,2.59
SKU-06658,Case Debate,Food & Beverage,499406.4,849.0,2.59
SKU-09450,Develop Appear,Apparel,233011.20000000004,687.0,2.59
SKU-04632,Message Light,Toys,894469.0800000004,984.0,2.59
SKU-01906,Everything Response,Apparel,1153408.3500000003,911.0,2.59
SKU-04032,Good Apply,Food & Beverage,31037.200000000008,967.0,2.59
SKU-01633,How Investment,Health & Beauty,102345.95000000001,675.0,2.59
SKU-06541,Even Hold,Home & Garden,44756.48,99.0,2.59
SKU-06076,Foot After,Health & Beauty,471397.4600000002,447.0,2.58
SKU-09168,Nice Another,Toys,713123.1799999999,656.0,2.58
SKU-00006,Single Performance,Health & Beauty,95861.76000000001,981.0,2.58
SKU-01862,Could Deal,Automotive,7724.839999999999,243.0,2.58
SKU-00231,Collection Believe,Automotive,29583.299999999996,24.0,2.58
SKU-05939,Free Others,Electronics,1114347.9999999998,946.0,2.58
SKU-08990,Turn Us,Health & Beauty,471392.51999999984,447.0,2.58
SKU-08510,Line National,Food & Beverage,89923.08000000002,892.0,2.58
SKU-01335,True Agreement,Home & Garden,1004287.4399999998,938.0,2.58
SKU-06065,Threat Report,Automotive,506144.7600000002,715.0,2.58
SKU-07666,Various Agency,Sports,130108.57999999999,103.0,2.58
SKU-08444,She Include,Home & Garden,976388.5000000003,998.0,2.58
SKU-00036,Would Story,Sports,1060880.7999999998,942.0,2.58
SKU-09077,Major Wind,Health & Beauty,120800.34999999999,874.0,2.58
SKU-03287,Thing Close,Automotive,365423.54999999993,355.0,2.58
SKU-05897,Building Democratic,Home & Garden,27072.18999999998,139.0,2.58
SKU-00585,Among Let,Automotive,502931.91,950.0,2.58
SKU-09267,Room Compare,Automotive,407537.5,485.0,2.58
SKU-03228,Along Election,Apparel,350653.3799999999,387.0,2.57
SKU-02619,Until Buy,Food & Beverage,691165.4099999999,780.0,2.57
SKU-08030,Could Size,Automotive,435246.7500000001,497.0,2.57
SKU-07368,Size Film,Apparel,130340.1,297.0,2.57
SKU-04841,Attention Tree,Apparel,137749.13999999998,554.0,2.57
SKU-09846,Own Rule,Toys,131609.53000000003,298.0,2.57
SKU-04055,Record Soon,Apparel,129394.29000000008,657.0,2.57
SKU-00958,Result Impact,Electronics,936067.3699999996,977.0,2.57
SKU-06109,Dinner Series,Apparel,330180.4799999999,710.0,2.57
SKU-09219,Green Rule,Toys,816651.6799999995,995.0,2.57
SKU-07772,Environment Arrive,Home & Garden,524343.27,791.0,2.57
SKU-07151,Action Receive,Home & Garden,333337.7099999999,540.0,2.57
SKU-05256,Pass Help,Toys,668651.28,962.0,2.57
SKU-00308,Factor Recognize,Apparel,222677.9099999999,433.0,2.57
SKU-03627,Him Suffer,Automotive,1131915.6599999997,894.0,2.57
SKU-07706,Note Open,Toys,633471.2999999998,647.0,2.57
SKU-02024,Turn Interest,Electronics,791290.8,852.0,2.57
SKU-08031,Leg Win,Sports,210916.25999999995,329.0,2.57
SKU-07955,Involve Rise,Automotive,135463.62000000005,418.0,2.57
SKU-08925,Develop Cell,Automotive,379527.72000000015,873.0,2.57
SKU-08006,Same Any,Toys,447998.96,383.0,2.57
SKU-04148,Guess Win,Toys,52641.77999999999,296.0,2.56
SKU-03404,One Resource,Home & Garden,125707.99999999999,156.0,2.56
SKU-07308,Large Week,Food & Beverage,380971.79999999993,611.0,2.56
SKU-00601,Process Order,Sports,131019.74000000005,181.0,2.56
SKU-07952,Peace Natural,Toys,174148.8,328.0,2.56
SKU-05563,Writer Process,Electronics,851960.9700000002,876.0,2.56
SKU-07362,Whole Card,Toys,930115.6300000004,883.0,2.56
