sku_id,product_name,category,supplier_id,lead_time_days,reorder_point,unit_cost
SKU-04656,Kid Student,Electronics,SUP-095,25,448,23.62
SKU-04657,Person Account,Food & Beverage,SUP-041,8,391,149.63
SKU-04658,Week Attention,Automotive,SUP-158,21,307,118.99
SKU-04659,Network Item,Toys,SUP-149,11,437,140.25
SKU-04660,Some Identify,Automotive,SUP-011,14,94,97.38
SKU-04661,Long List,Sports,SUP-002,28,318,309.91
SKU-04662,Wall Security,Toys,SUP-178,17,360,332.18
SKU-04663,Argue Rock,Toys,SUP-169,18,209,76.36
SKU-04664,Bed Whom,Electronics,SUP-194,15,327,371.22
SKU-04665,Mission Image,Toys,SUP-131,27,394,126.9
SKU-04666,Type Radio,Home & Garden,SUP-080,23,104,143.25
SKU-04667,Debate Mean,Apparel,SUP-179,26,194,414.83
SKU-04668,Position All,Apparel,SUP-196,9,284,450.83
SKU-04669,Most Approach,Apparel,SUP-087,27,228,412.82
SKU-04670,Drop Prepare,Home & Garden,SUP-153,25,257,76.01
SKU-04671,A Performance,Automotive,SUP-158,22,185,499.64
SKU-04672,Spend Such,Electronics,SUP-106,6,494,336.9
SKU-04673,Blue Sign,Toys,SUP-139,13,402,256.56
SKU-04674,Stage Dog,Home & Garden,SUP-017,10,443,477.53
SKU-04675,Cost Evidence,Apparel,SUP-154,8,324,409.15
SKU-04676,Eight Quality,Sports,SUP-023,27,433,346.64
SKU-04677,Body Whatever,Food & Beverage,SUP-184,12,447,419.6
SKU-04678,Quite Nation,Toys,SUP-180,9,372,194.27
SKU-04679,Everything Student,Home & Garden,SUP-048,9,232,343.01
SKU-04680,Similar Example,Health & Beauty,SUP-020,6,110,97.31
SKU-04681,Collection Picture,Home & Garden,SUP-002,5,489,494.03
SKU-04682,Certain Necessary,Electronics,SUP-088,26,112,295.52
SKU-04683,Plant Risk,Electronics,SUP-031,9,410,407.58
SKU-04684,Watch Action,Home & Garden,SUP-155,6,264,205.15
SKU-04685,Above How,Apparel,SUP-130,15,409,379.9
SKU-04686,Image Prepare,Food & Beverage,SUP-078,22,188,195.22
SKU-04687,Hit Guess,Toys,SUP-004,19,480,296.03
SKU-04688,Activity Decide,Electronics,SUP-141,29,183,389.62
SKU-04689,Stuff Church,Toys,SUP-163,9,83,60.45
SKU-04690,People Head,Apparel,SUP-128,19,242,180.0
SKU-04691,Their Plan,Toys,SUP-194,28,404,273.61
SKU-04692,Meet Commercial,Sports,SUP-134,28,369,168.66
SKU-04693,Vote Wrong,Electronics,SUP-031,6,136,156.31
SKU-04694,Purpose Over,Apparel,SUP-138,13,259,142.63
SKU-04695,Girl Carry,Apparel,SUP-021,5,130,115.83
SKU-04696,Likely Happen,Food & Beverage,SUP-023,13,371,424.83
SKU-04697,Must Develop,Food & Beverage,SUP-131,5,464,462.04
SKU-04698,Government Again,Sports,SUP-160,14,388,350.83
SKU-04699,Message Behavior,Apparel,SUP-148,3,239,17.42
SKU-04700,Less Quality,Automotive,SUP-029,6,487,393.65
SKU-04701,Trouble Condition,Apparel,SUP-105,16,397,267.14
SKU-04702,Option Couple,Food & Beverage,SUP-052,3,282,379.66
SKU-04703,Course Bag,Automotive,SUP-115,16,441,220.08
SKU-04704,Type Skin,Electronics,SUP-174,15,475,23.04
SKU-04705,Among Lawyer,Electronics,SUP-162,15,218,341.67
SKU-04706,Watch Alone,Toys,SUP-101,26,492,223.45
SKU-04707,Into Threat,Home & Garden,SUP-084,17,300,437.34
SKU-04708,Degree Opportunity,Food & Beverage,SUP-061,19,217,369.72
SKU-04709,Give Its,Home & Garden,SUP-125,14,280,181.38
SKU-04710,Everyone Suggest,Automotive,SUP-071,24,199,362.73
SKU-04711,System Cell,Food & Beverage,SUP-070,25,201,248.87
SKU-04712,Answer Scientist,Sports,SUP-139,28,87,101.72
SKU-04713,Individual Along,Apparel,SUP-108,16,435,211.39
SKU-04714,View Raise,Sports,SUP-191,14,430,113.22
SKU-04715,Program Official,Automotive,SUP-021,20,346,4.98
SKU-04716,Understand Anything,Food & Beverage,SUP-131,6,324,125.28
SKU-04717,Imagine Religious,Health & Beauty,SUP-082,29,154,106.74
SKU-04718,Camera Whatever,Automotive,SUP-088,16,435,4.66
SKU-04719,Medical Include,Health & Beauty,SUP-111,21,397,392.5
SKU-04720,Kind Play,Apparel,SUP-010,15,401,40.8
SKU-04721,Day Future,Electronics,SUP-155,27,111,225.91
SKU-04722,Energy Dinner,Electronics,SUP-012,25,65,210.4
SKU-04723,Member Nearly,Automotive,SUP-007,20,399,92.75
SKU-04724,Reality Clearly,Home & Garden,SUP-145,13,199,483.52
SKU-04725,Buy Risk,Food & Beverage,SUP-193,8,191,302.86
SKU-04726,Seek Thus,Food & Beverage,SUP-192,11,165,407.22
SKU-04727,Of Cut,Electronics,SUP-114,14,361,249.33
SKU-04728,Spring Determine,Toys,SUP-026,21,114,362.1
SKU-04729,Once Couple,Sports,SUP-015,16,478,484.97
SKU-04730,Yard Small,Toys,SUP-033,17,359,175.83
SKU-04731,Everything Computer,Apparel,SUP-062,13,243,253.37
SKU-04732,Them Themselves,Sports,SUP-047,8,391,258.48
SKU-04733,Once Bar,Sports,SUP-095,16,479,496.02
SKU-04734,Later Side,Automotive,SUP-035,5,210,118.47
SKU-04735,Well Eat,Electronics,SUP-193,21,355,338.47
SKU-04736,Indeed Audience,Toys,SUP-076,22,410,71.27
SKU-04737,Pretty Then,Toys,SUP-123,27,327,463.72
SKU-04738,Front However,Electronics,SUP-083,13,345,296.22
SKU-04739,Stand Different,Toys,SUP-025,26,88,430.06
SKU-04740,Cause Forget,Health & Beauty,SUP-057,19,410,447.88
SKU-04741,Other Book,Electronics,SUP-032,29,218,279.66
SKU-04742,Suddenly Important,Automotive,SUP-063,19,117,341.8
SKU-04743,Maybe Himself,Home & Garden,SUP-012,25,56,350.11
SKU-04744,Might Share,Sports,SUP-063,5,134,231.59
SKU-04745,Likely People,Automotive,SUP-077,16,248,218.83
SKU-04746,Consider Act,Food & Beverage,SUP-092,29,181,95.13
SKU-04747,Discuss Look,Apparel,SUP-001,9,125,193.5
SKU-04748,Past Rich,Home & Garden,SUP-179,27,299,495.4
SKU-04749,Senior Make,Food & Beverage,SUP-070,21,396,136.76
SKU-04750,Police Itself,Sports,SUP-136,5,492,381.81
SKU-04751,Middle Certainly,Toys,SUP-196,4,258,32.03
SKU-04752,There Throughout,Electronics,SUP-133,28,133,235.07
SKU-04753,Wear Realize,Sports,SUP-086,19,272,31.56
SKU-04754,Finish Expect,Automotive,SUP-039,11,302,239.21
SKU-04755,Reduce Scene,Apparel,SUP-023,24,459,16.21
SKU-04756,Choice Figure,Automotive,SUP-068,8,80,307.61
SKU-04757,Matter Focus,Home & Garden,SUP-180,26,404,294.29
SKU-04758,Water Outside,Home & Garden,SUP-004,29,250,399.43
SKU-04759,Each Sing,Apparel,SUP-126,23,101,292.68
SKU-04760,Site We,Health & Beauty,SUP-175,11,417,463.18
SKU-04761,Interest Design,Food & Beverage,SUP-021,29,121,392.09
SKU-04762,Through How,Food & Beverage,SUP-184,7,70,68.5
SKU-04763,Future Choose,Home & Garden,SUP-105,4,65,134.57
SKU-04764,Than Whether,Home & Garden,SUP-066,24,484,15.55
SKU-04765,Sense Part,Toys,SUP-187,17,65,194.6
SKU-04766,Yard Result,Electronics,SUP-007,11,451,255.99
SKU-04767,They Stock,Toys,SUP-049,21,224,473.11
SKU-04768,City Director,Toys,SUP-016,12,361,262.33
SKU-04769,Buy High,Health & Beauty,SUP-145,6,461,391.06
SKU-04770,Something To,Food & Beverage,SUP-084,12,387,135.84
SKU-04771,Later Go,Health & Beauty,SUP-087,29,127,78.7
SKU-04772,Any Southern,Health & Beauty,SUP-098,10,489,405.89
SKU-04773,Just Possible,Apparel,SUP-075,24,289,125.59
SKU-04774,With Recognize,Food & Beverage,SUP-034,15,86,435.99
SKU-04775,Thus Almost,Electronics,SUP-161,9,281,87.0
SKU-04776,Much Mission,Automotive,SUP-026,9,449,426.16
SKU-04777,Sea Simple,Home & Garden,SUP-066,6,262,386.99
SKU-04778,Realize Together,Home & Garden,SUP-125,17,242,306.58
SKU-04779,Serve Scientist,Electronics,SUP-063,14,109,425.48
SKU-04780,Seven Member,Health & Beauty,SUP-087,18,238,167.03
SKU-04781,Stay Argue,Toys,SUP-041,8,316,85.1
SKU-04782,Task Ago,Apparel,SUP-186,11,175,80.63
SKU-04783,Stay Fast,Health & Beauty,SUP-098,5,252,137.0
SKU-04784,Along Article,Home & Garden,SUP-124,10,371,224.5
SKU-04785,Benefit Why,Sports,SUP-079,9,431,438.32
SKU-04786,Job Contain,Toys,SUP-010,6,81,47.04
SKU-04787,Effect Guy,Home & Garden,SUP-015,28,452,457.83
SKU-04788,Relationship Drop,Sports,SUP-042,15,361,462.93
SKU-04789,Capital Response,Health & Beauty,SUP-093,21,310,364.3
SKU-04790,Life Share,Electronics,SUP-185,9,436,450.39
SKU-04791,Center Fine,Electronics,SUP-017,12,461,385.57
SKU-04792,Health Now,Toys,SUP-188,27,395,265.33
SKU-04793,How Think,Home & Garden,SUP-009,14,143,301.37
SKU-04794,Cut Cup,Food & Beverage,SUP-114,28,377,315.04
SKU-04795,Today Sound,Sports,SUP-036,5,149,65.63
SKU-04796,South Baby,Apparel,SUP-036,28,334,98.54
SKU-04797,Marriage Movement,Home & Garden,SUP-048,27,364,262.88
SKU-04798,Huge Yourself,Apparel,SUP-051,26,74,59.83
SKU-04799,Above That,Home & Garden,SUP-097,14,455,482.58
SKU-04800,Eye Thought,Food & Beverage,SUP-119,21,402,254.8
SKU-04801,Fine Themselves,Food & Beverage,SUP-095,17,406,191.59
SKU-04802,Meeting Suggest,Toys,SUP-070,10,166,80.88
SKU-04803,Baby Different,Toys,SUP-074,14,248,209.73
SKU-04804,Argue Various,Food & Beverage,SUP-080,22,328,152.96
SKU-04805,Would Moment,Automotive,SUP-068,8,119,46.24
SKU-04806,Gun Purpose,Food & Beverage,SUP-150,12,384,483.59
SKU-04807,Easy Room,Electronics,SUP-077,4,128,134.33
SKU-04808,Money Address,Electronics,SUP-116,26,473,346.01
SKU-04809,Stand Wait,Automotive,SUP-006,15,403,47.93
SKU-04810,Son Total,Health & Beauty,SUP-154,27,63,456.8
SKU-04811,Bank Someone,Sports,SUP-075,9,78,296.4
SKU-04812,Sea Exist,Health & Beauty,SUP-088,10,193,329.29
SKU-04813,Direction Fall,Apparel,SUP-003,25,392,391.44
SKU-04814,Exist Knowledge,Health & Beauty,SUP-052,18,59,303.94
SKU-04815,Model Design,Home & Garden,SUP-074,13,96,37.78
SKU-04816,Many Reach,Health & Beauty,SUP-125,28,309,216.22
SKU-04817,Imagine Commercial,Home & Garden,SUP-188,6,61,132.86
SKU-04818,Let Really,Automotive,SUP-191,19,347,244.64
SKU-04819,Add They,Electronics,SUP-065,18,275,203.65
SKU-04820,Table Hit,Toys,SUP-052,21,309,413.7
SKU-04821,Floor Put,Home & Garden,SUP-076,25,133,125.41
SKU-04822,Teach National,Electronics,SUP-142,29,397,102.65
SKU-04823,Since However,Sports,SUP-089,13,397,479.15
SKU-04824,Picture Side,Apparel,SUP-072,9,55,474.88
SKU-04825,Better Effort,Sports,SUP-068,29,447,496.75
SKU-04826,Citizen Finish,Automotive,SUP-156,15,296,285.27
SKU-04827,Month You,Health & Beauty,SUP-199,21,84,58.79
SKU-04828,Soon Event,Health & Beauty,SUP-138,19,224,440.38
SKU-04829,Effect Decade,Food & Beverage,SUP-115,28,491,74.69
SKU-04830,Must Even,Food & Beverage,SUP-057,27,114,79.91
SKU-04831,Require Various,Food & Beverage,SUP-066,24,196,98.72
SKU-04832,Despite Safe,Sports,SUP-090,15,106,327.58
SKU-04833,Indicate Degree,Home & Garden,SUP-050,14,242,55.83
SKU-04834,Agent Power,Apparel,SUP-014,9,62,389.7
SKU-04835,Most Far,Food & Beverage,SUP-016,3,441,31.48
SKU-04836,Building Where,Automotive,SUP-182,3,67,57.45
SKU-04837,Actually Above,Automotive,SUP-171,22,295,218.66
SKU-04838,Rich Significant,Food & Beverage,SUP-042,25,212,191.14
SKU-04839,Network Front,Health & Beauty,SUP-110,16,392,494.88
SKU-04840,Young Chair,Food & Beverage,SUP-022,29,163,483.51
SKU-04841,Attention Tree,Apparel,SUP-068,17,331,96.87
SKU-04842,Discussion Well,Food & Beverage,SUP-019,13,282,473.47
SKU-04843,Also Often,Apparel,SUP-066,26,215,346.9
SKU-04844,Seven Bit,Automotive,SUP-167,28,371,205.9
SKU-04845,Street Available,Food & Beverage,SUP-073,11,75,370.47
SKU-04846,Approach Activity,Sports,SUP-147,19,175,450.32
SKU-04847,Issue Mention,Toys,SUP-144,6,362,92.12
SKU-04848,Hair Brother,Sports,SUP-054,22,330,100.0
SKU-04849,Reality Cover,Automotive,SUP-153,21,335,205.84
SKU-04850,Player Agreement,Apparel,SUP-112,9,440,86.68
SKU-04851,Believe Recently,Sports,SUP-018,3,332,181.8
SKU-04852,Both Friend,Apparel,SUP-151,11,188,323.73
SKU-04853,Before Big,Sports,SUP-117,15,150,406.88
SKU-04854,Tough Leader,Sports,SUP-085,26,441,152.71
SKU-04855,About Create,Apparel,SUP-139,4,60,142.66
SKU-04856,Agreement Also,Home & Garden,SUP-039,4,431,390.42
SKU-04857,Baby Us,Sports,SUP-105,26,265,192.06
SKU-04858,All Mother,Food & Beverage,SUP-068,29,79,409.69
SKU-04859,With Least,Toys,SUP-025,17,143,496.71
SKU-04860,Quality Care,Automotive,SUP-191,19,165,489.89
SKU-04861,Field Lot,Home & Garden,SUP-158,15,320,332.19
SKU-04862,Take Democrat,Apparel,SUP-173,9,489,189.17
SKU-04863,Tough Attorney,Home & Garden,SUP-123,11,340,35.08
SKU-04864,Before Involve,Electronics,SUP-121,14,88,369.68
SKU-04865,Reduce We,Electronics,SUP-061,5,73,489.04
SKU-04866,First Value,Sports,SUP-100,25,313,36.32
SKU-04867,Serious Now,Sports,SUP-051,24,92,5.57
SKU-04868,Drive Grow,Food & Beverage,SUP-098,17,219,416.31
SKU-04869,Fight Mind,Toys,SUP-137,9,389,53.37
SKU-04870,New Degree,Automotive,SUP-002,25,218,43.11
SKU-04871,History Nice,Home & Garden,SUP-005,28,352,455.39
SKU-04872,Computer Age,Electronics,SUP-190,3,75,42.08
SKU-04873,Style Himself,Sports,SUP-197,16,229,59.22
SKU-04874,Father Purpose,Health & Beauty,SUP-180,21,199,285.86
SKU-04875,Around Network,Health & Beauty,SUP-086,18,182,379.02
SKU-04876,Gun Suffer,Automotive,SUP-133,12,192,201.29
SKU-04877,Product Mind,Home & Garden,SUP-187,3,213,211.74
SKU-04878,North Debate,Sports,SUP-068,7,150,317.23
SKU-04879,Voice Conference,Sports,SUP-009,5,112,253.95
SKU-04880,Say Whole,Electronics,SUP-093,19,142,11.77
SKU-04881,Argue Range,Electronics,SUP-150,20,256,59.01
SKU-04882,Door Marriage,Sports,SUP-155,28,482,291.85
SKU-04883,Challenge Short,Apparel,SUP-138,23,360,397.35
SKU-04884,Great Environmental,Sports,SUP-125,29,121,382.14
SKU-04885,Three Green,Automotive,SUP-061,21,109,370.68
SKU-04886,Another National,Sports,SUP-051,24,490,386.21
SKU-04887,Present When,Food & Beverage,SUP-010,27,78,24.61
SKU-04888,Especially Morning,Toys,SUP-134,24,68,447.81
SKU-04889,Loss Crime,Food & Beverage,SUP-062,20,122,444.92
SKU-04890,Race Example,Food & Beverage,SUP-113,18,443,267.13
SKU-04891,Sign Single,Apparel,SUP-133,4,406,126.18
SKU-04892,Science Very,Apparel,SUP-122,17,443,297.11
SKU-04893,How Morning,Health & Beauty,SUP-198,15,295,280.05
SKU-04894,Truth Economy,Sports,SUP-191,15,362,113.42
SKU-04895,Upon Floor,Food & Beverage,SUP-123,18,487,302.56
SKU-04896,Public Rather,Apparel,SUP-184,10,489,399.15
SKU-04897,Particular Investment,Electronics,SUP-187,13,373,403.54
SKU-04898,Relationship Large,Sports,SUP-063,10,136,32.2
SKU-04899,Future Own,Automotive,SUP-111,24,408,100.59
SKU-04900,Drive Draw,Toys,SUP-089,12,232,334.94
SKU-04901,Point Although,Home & Garden,SUP-187,25,246,430.27
SKU-04902,Social Rate,Sports,SUP-051,3,293,261.81
SKU-04903,Building Perform,Home & Garden,SUP-178,14,377,354.49
SKU-04904,Station Million,Food & Beverage,SUP-132,11,434,12.98
SKU-04905,Lawyer Rather,Toys,SUP-104,7,167,305.19
SKU-04906,Call Future,Home & Garden,SUP-123,11,445,481.05
SKU-04907,Him Response,Food & Beverage,SUP-048,18,468,331.35
SKU-04908,Guy Group,Electronics,SUP-032,20,421,461.33
SKU-04909,Despite Still,Home & Garden,SUP-120,10,131,284.09
SKU-04910,Whom Bed,Toys,SUP-179,25,296,422.08
SKU-04911,Opportunity Type,Health & Beauty,SUP-180,13,283,64.27
SKU-04912,Civil Plant,Sports,SUP-099,22,466,63.95
SKU-04913,Exist Politics,Food & Beverage,SUP-074,21,414,62.29
SKU-04914,Nothing Be,Sports,SUP-034,6,202,245.7
SKU-04915,Television Wonder,Toys,SUP-164,22,321,166.81
SKU-04916,Improve Media,Apparel,SUP-070,28,441,360.29
SKU-04917,Note While,Food & Beverage,SUP-171,12,84,451.55
SKU-04918,Group Young,Home & Garden,SUP-110,26,262,310.64
SKU-04919,Short Believe,Food & Beverage,SUP-016,15,260,108.57
SKU-04920,Buy Action,Sports,SUP-059,22,479,465.61
SKU-04921,Open Out,Electronics,SUP-181,16,188,265.11
SKU-04922,All Information,Food & Beverage,SUP-019,23,238,360.67
SKU-04923,Include Then,Home & Garden,SUP-095,4,349,445.53
SKU-04924,Move Someone,Apparel,SUP-113,6,444,494.94
SKU-04925,Happy See,Health & Beauty,SUP-041,9,301,254.27
SKU-04926,By Set,Automotive,SUP-081,21,444,404.51
SKU-04927,Involve Reality,Electronics,SUP-175,19,199,284.52
SKU-04928,Seven Lot,Health & Beauty,SUP-103,18,390,244.51
SKU-04929,Range City,Apparel,SUP-054,15,268,270.01
SKU-04930,Exactly Keep,Food & Beverage,SUP-183,26,131,243.43
SKU-04931,Address Blood,Sports,SUP-095,26,239,211.96
SKU-04932,Among Civil,Toys,SUP-147,24,283,362.55
SKU-04933,Vote Experience,Sports,SUP-062,25,225,126.71
SKU-04934,Hand Part,Health & Beauty,SUP-099,28,281,309.15
SKU-04935,Available Sing,Home & Garden,SUP-093,29,407,357.2
SKU-04936,Data Player,Sports,SUP-187,20,112,446.32
SKU-04937,Man Us,Electronics,SUP-065,23,484,167.61
SKU-04938,Evidence Way,Sports,SUP-068,14,478,430.65
SKU-04939,Control Sure,Home & Garden,SUP-028,25,286,472.78
SKU-04940,Avoid Participant,Automotive,SUP-018,27,82,325.22
SKU-04941,Use Others,Food & Beverage,SUP-026,3,262,386.29
SKU-04942,Energy Up,Toys,SUP-104,17,109,204.34
SKU-04943,Consider Half,Health & Beauty,SUP-147,5,428,476.19
SKU-04944,Surface Everyone,Food & Beverage,SUP-055,8,51,336.25
SKU-04945,Attack Result,Sports,SUP-119,16,446,156.8
SKU-04946,Rate Spring,Apparel,SUP-124,25,499,203.62
SKU-04947,Have Benefit,Food & Beverage,SUP-185,8,106,309.83
SKU-04948,Successful Join,Automotive,SUP-134,3,476,118.98
SKU-04949,Listen Front,Sports,SUP-129,22,350,377.57
SKU-04950,Recent Bank,Toys,SUP-008,8,336,114.28
SKU-04951,Nation Resource,Home & Garden,SUP-051,10,187,296.92
SKU-04952,Discussion Memory,Automotive,SUP-085,28,328,349.26
SKU-04953,Serious Film,Sports,SUP-025,17,263,430.22
SKU-04954,Election National,Automotive,SUP-175,16,288,367.62
SKU-04955,Indicate Truth,Food & Beverage,SUP-183,18,334,399.92
SKU-04956,Power Skill,Toys,SUP-192,22,80,456.68
SKU-04957,Once Federal,Home & Garden,SUP-083,25,255,299.89
SKU-04958,Show Interest,Sports,SUP-093,18,323,423.52
SKU-04959,Reveal Drug,Electronics,SUP-117,29,60,117.86
SKU-04960,Take Age,Health & Beauty,SUP-138,21,408,407.83
SKU-04961,Kind Goal,Home & Garden,SUP-056,26,96,112.79
SKU-04962,Company Standard,Electronics,SUP-012,3,52,467.48
SKU-04963,Great Series,Automotive,SUP-161,6,179,166.66
SKU-04964,Much Idea,Apparel,SUP-120,26,487,87.99
SKU-04965,Already Official,Home & Garden,SUP-071,12,121,76.21
SKU-04966,Evidence Difficult,Automotive,SUP-017,22,208,95.67
SKU-04967,Evening Body,Electronics,SUP-189,20,441,225.15
SKU-04968,Third Beat,Food & Beverage,SUP-122,4,476,262.27
SKU-04969,Simple Blood,Food & Beverage,SUP-124,6,481,457.11
SKU-04970,Behavior This,Apparel,SUP-010,17,179,192.05
SKU-04971,Itself Seven,Health & Beauty,SUP-031,6,71,110.7
SKU-04972,Theory Simple,Home & Garden,SUP-060,18,429,372.55
SKU-04973,Since Kid,Home & Garden,SUP-070,17,438,69.49
SKU-04974,Range Mouth,Home & Garden,SUP-017,20,184,446.41
SKU-04975,Could Data,Health & Beauty,SUP-050,9,69,206.18
SKU-04976,Main Camera,Automotive,SUP-037,17,269,307.89
SKU-04977,True Sign,Toys,SUP-190,24,382,95.13
SKU-04978,Wish Recent,Toys,SUP-118,13,179,74.9
SKU-04979,Every Girl,Apparel,SUP-157,21,81,399.92
SKU-04980,Herself Environment,Home & Garden,SUP-160,10,139,216.28
SKU-04981,Help Animal,Automotive,SUP-080,26,308,493.4
SKU-04982,Professional Service,Food & Beverage,SUP-011,3,474,263.34
SKU-04983,Bed Scientist,Electronics,SUP-134,5,347,423.21
SKU-04984,Consider Site,Automotive,SUP-123,7,382,490.03
SKU-04985,Himself Media,Health & Beauty,SUP-035,20,298,142.37
SKU-04986,Note Identify,Toys,SUP-033,14,222,400.94
SKU-04987,Speak Since,Toys,SUP-018,14,406,13.45
SKU-04988,Miss Kind,Food & Beverage,SUP-165,23,450,340.68
SKU-04989,Without Defense,Food & Beverage,SUP-013,29,433,373.24
SKU-04990,Serve Thousand,Health & Beauty,SUP-090,28,96,239.99
SKU-04991,Service Goal,Electronics,SUP-110,21,246,83.15
SKU-04992,Sort Major,Food & Beverage,SUP-192,11,457,309.32
SKU-04993,Century Attack,Apparel,SUP-001,13,428,449.02
SKU-04994,Church Hold,Electronics,SUP-063,19,83,465.83
SKU-04995,Debate Kitchen,Food & Beverage,SUP-034,18,303,373.69
SKU-04996,Down Brother,Sports,SUP-103,6,297,133.7
SKU-04997,Member Rise,Automotive,SUP-010,12,483,435.49
SKU-04998,Between Decide,Food & Beverage,SUP-128,24,91,444.69
SKU-04999,Just Fish,Apparel,SUP-007,17,338,185.2
SKU-05000,Nice Really,Home & Garden,SUP-056,27,172,93.53
SKU-05001,Move Behavior,Food & Beverage,SUP-080,21,76,437.64
SKU-05002,Quite Effort,Toys,SUP-165,5,108,442.84
SKU-05003,Other Red,Toys,SUP-157,23,196,52.7
SKU-05004,Game Eight,Toys,SUP-012,25,164,483.57
SKU-05005,Mother Truth,Home & Garden,SUP-145,7,436,267.71
SKU-05006,Reason Sport,Toys,SUP-048,13,248,496.88
SKU-05007,Deep Both,Sports,SUP-026,26,177,223.89
SKU-05008,Coach Stay,Food & Beverage,SUP-112,7,425,267.81
SKU-05009,Throw Memory,Health & Beauty,SUP-122,9,202,134.88
SKU-05010,Court Control,Toys,SUP-012,8,418,449.73
SKU-05011,Sport Decade,Electronics,SUP-149,28,320,223.25
SKU-05012,Spring Team,Health & Beauty,SUP-042,15,388,407.77
SKU-05013,Best To,Home & Garden,SUP-061,4,493,42.17
SKU-05014,Represent Appear,Sports,SUP-058,21,132,394.65
SKU-05015,Instead But,Electronics,SUP-182,13,72,246.4
SKU-05016,Matter Our,Electronics,SUP-034,29,60,5.19
SKU-05017,South Individual,Electronics,SUP-007,22,236,115.07
SKU-05018,Example Want,Electronics,SUP-109,7,165,98.88
SKU-05019,Performance Floor,Health & Beauty,SUP-035,11,211,376.5
SKU-05020,Reflect Economy,Health & Beauty,SUP-015,8,152,239.91
SKU-05021,Service Situation,Food & Beverage,SUP-193,19,292,81.96
SKU-05022,Per Trade,Toys,SUP-025,21,56,130.26
SKU-05023,High Yes,Automotive,SUP-059,25,411,253.28
SKU-05024,Read Research,Food & Beverage,SUP-079,10,221,12.27
SKU-05025,Standard Spend,Food & Beverage,SUP-086,9,305,213.5
SKU-05026,Whatever Himself,Sports,SUP-134,7,296,339.84
SKU-05027,Order Charge,Sports,SUP-180,17,241,260.08
SKU-05028,Eat Young,Toys,SUP-088,12,163,300.05
SKU-05029,Success Smile,Automotive,SUP-149,26,72,164.99
SKU-05030,Food Tell,Sports,SUP-071,18,407,93.58
SKU-05031,Different Late,Toys,SUP-121,11,363,405.35
SKU-05032,Personal Stop,Toys,SUP-093,9,325,453.05
SKU-05033,Speak Outside,Health & Beauty,SUP-096,13,460,256.59
SKU-05034,Simply Religious,Apparel,SUP-032,11,422,154.26
SKU-05035,Part Reduce,Health & Beauty,SUP-053,19,493,256.82
SKU-05036,Mean Morning,Automotive,SUP-059,11,185,439.8
SKU-05037,Property List,Sports,SUP-069,5,406,346.47
SKU-05038,May Clear,Automotive,SUP-190,24,244,429.66
SKU-05039,Allow Race,Food & Beverage,SUP-132,10,307,165.87
SKU-05040,Never Animal,Food & Beverage,SUP-086,21,327,356.71
SKU-05041,Son Own,Automotive,SUP-018,22,119,327.39
SKU-05042,When Skill,Apparel,SUP-081,18,408,286.88
SKU-05043,Property Open,Apparel,SUP-114,9,409,265.29
SKU-05044,Between Necessary,Health & Beauty,SUP-184,9,85,276.61
SKU-05045,Them Better,Automotive,SUP-024,22,157,425.21
SKU-05046,Draw Clear,Sports,SUP-066,27,73,458.21
SKU-05047,Executive Performance,Health & Beauty,SUP-141,15,189,58.65
SKU-05048,Story Send,Home & Garden,SUP-062,5,71,285.46
SKU-05049,Care Buy,Apparel,SUP-054,14,388,459.41
SKU-05050,Alone Recently,Electronics,SUP-143,26,378,69.53
SKU-05051,Matter Must,Health & Beauty,SUP-197,10,253,207.9
SKU-05052,Any Stand,Food & Beverage,SUP-131,15,429,46.82
SKU-05053,Alone Age,Health & Beauty,SUP-037,22,273,58.95
SKU-05054,Get End,Automotive,SUP-037,18,272,452.3
SKU-05055,They View,Electronics,SUP-131,9,130,224.47
SKU-05056,Character Standard,Automotive,SUP-191,6,456,345.15
SKU-05057,Despite Social,Toys,SUP-035,14,379,71.61
SKU-05058,Up Stay,Food & Beverage,SUP-180,19,240,13.42
SKU-05059,Spend Manager,Food & Beverage,SUP-124,3,335,445.52
SKU-05060,Step Include,Apparel,SUP-156,19,196,288.34
SKU-05061,Outside Listen,Health & Beauty,SUP-018,4,331,12.44
SKU-05062,Often Rest,Apparel,SUP-122,8,433,496.19
SKU-05063,Could Able,Electronics,SUP-164,14,60,247.37
SKU-05064,Tend Kid,Health & Beauty,SUP-161,28,325,239.25
SKU-05065,Market Around,Toys,SUP-192,13,423,311.4
SKU-05066,Education Already,Automotive,SUP-154,23,105,6.43
SKU-05067,Base Travel,Toys,SUP-048,13,222,285.65
SKU-05068,Couple Budget,Food & Beverage,SUP-168,20,352,315.67
SKU-05069,Concern Exist,Electronics,SUP-017,10,253,150.23
SKU-05070,Stage Many,Home & Garden,SUP-168,27,394,364.11
SKU-05071,List Cold,Electronics,SUP-135,9,297,190.27
SKU-05072,Right Certainly,Sports,SUP-057,16,363,359.59
SKU-05073,Themselves Business,Electronics,SUP-008,18,315,74.05
SKU-05074,True Face,Toys,SUP-128,14,71,457.06
SKU-05075,Total We,Sports,SUP-117,11,376,440.03
SKU-05076,Loss City,Sports,SUP-056,22,73,77.44
SKU-05077,Quality Too,Health & Beauty,SUP-126,25,243,469.38
SKU-05078,Whatever Exactly,Health & Beauty,SUP-159,23,145,280.0
