sku_id,product_name,category,stock_level,avg_daily_demand,lead_time_days,demand_during_lead_time,safety_stock_buffer,stockout_risk_flag
SKU-09650,Girl Yourself,Health & Beauty,226,3.4878048780487805,20,70.0,156.2439024390244,LOW RISK
SKU-02775,Home Work,Health & Beauty,484,40.96666666666667,8,328.0,156.26666666666665,LOW RISK
SKU-01822,Sometimes Since,Toys,220,7.0701754385964914,9,64.0,156.36842105263156,LOW RISK
SKU-06187,Single Table,Sports,284,7.083333333333333,18,128.0,156.5,LOW RISK
SKU-01190,College Watch,Health & Beauty,286,18.5,7,130.0,156.5,LOW RISK
SKU-05415,Responsibility Build,Automotive,686,18.25,29,529.0,156.75,LOW RISK
SKU-00987,Within Friend,Home & Garden,506,23.266666666666666,15,349.0,157.0,LOW RISK
SKU-06913,Red Recognize,Sports,208,2.6818181818181817,19,51.0,157.04545454545456,LOW RISK
SKU-01285,Age Politics,Toys,197,6.620689655172414,6,40.0,157.27586206896552,LOW RISK
SKU-03218,Stage Whole,Health & Beauty,498,17.033333333333335,20,341.0,157.33333333333331,LOW RISK
SKU-09280,Environmental Strong,Food & Beverage,587,30.683333333333334,14,430.0,157.43333333333334,LOW RISK
SKU-01257,Manage Tough,Automotive,286,8.03448275862069,16,129.0,157.44827586206895,LOW RISK
SKU-07181,Cultural Person,Electronics,790,39.53333333333333,16,633.0,157.4666666666667,MEDIUM RISK
SKU-09238,Read Strategy,Sports,641,17.266666666666666,28,483.0,157.53333333333336,LOW RISK
SKU-00513,Whose Will,Toys,198,3.3636363636363638,12,40.0,157.63636363636363,LOW RISK
SKU-08883,Across Senior,Automotive,271,9.440677966101696,12,113.0,157.71186440677965,LOW RISK
SKU-01799,Free Happy,Toys,837,24.25,28,679.0,158.0,MEDIUM RISK
SKU-08348,Visit Student,Automotive,306,5.685185185185185,26,148.0,158.1851851851852,LOW RISK
SKU-02256,Enter Save,Home & Garden,894,28.3,26,736.0,158.19999999999993,MEDIUM RISK
SKU-02889,Firm Risk,Sports,315,6.264150943396227,25,157.0,158.39622641509433,LOW RISK
SKU-00929,Organization She,Automotive,317,12.2,13,159.0,158.4,LOW RISK
SKU-00838,Ok Fact,Sports,831,26.9,25,673.0,158.5,MEDIUM RISK
SKU-01900,Ability Story,Apparel,651,22.383333333333333,22,492.0,158.56666666666666,LOW RISK
SKU-01068,Forget Occur,Toys,181,2.8,8,22.0,158.6,LOW RISK
SKU-05174,Rest Effect,Home & Garden,728,21.083333333333332,27,569.0,158.75,LOW RISK
SKU-06502,Too Represent,Toys,737,26.266666666666666,22,578.0,159.13333333333333,LOW RISK
SKU-08385,Ever Question,Automotive,407,19.033333333333335,13,247.0,159.56666666666663,LOW RISK
SKU-06480,Sing Fear,Electronics,372,11.8,18,212.0,159.6,LOW RISK
SKU-02143,Generation Try,Automotive,481,32.11666666666667,10,321.0,159.83333333333331,LOW RISK
SKU-05824,Nothing Pay,Automotive,323,18.116666666666667,9,163.0,159.95,LOW RISK
SKU-00060,Interest Company,Sports,950,35.9,22,790.0,160.20000000000005,MEDIUM RISK
SKU-08926,Population Form,Automotive,536,37.55,10,376.0,160.5,LOW RISK
SKU-01214,Want Reveal,Automotive,713,46.03333333333333,12,552.0,160.60000000000002,LOW RISK
SKU-01942,Wind Customer,Health & Beauty,564,26.883333333333333,15,403.0,160.75,LOW RISK
SKU-09188,Per Add,Food & Beverage,182,3.0277777777777777,7,21.0,160.80555555555554,LOW RISK
SKU-04271,Itself Front,Apparel,738,26.233333333333334,22,577.0,160.86666666666667,LOW RISK
SKU-06953,Perform Five,Automotive,242,4.044444444444444,20,81.0,161.11111111111111,LOW RISK
SKU-02429,Class Its,Sports,598,43.68333333333333,10,437.0,161.16666666666669,LOW RISK
SKU-01225,Remain Identify,Electronics,269,3.8444444444444446,28,108.0,161.35555555555555,LOW RISK
SKU-06630,Describe Team,Apparel,737,33.85,17,575.0,161.54999999999995,LOW RISK
SKU-09257,International Black,Health & Beauty,779,22.05,28,617.0,161.60000000000002,LOW RISK
SKU-03524,Soon Skin,Health & Beauty,258,24.066666666666666,4,96.0,161.73333333333335,LOW RISK
SKU-05439,Special Job,Electronics,642,32.016666666666666,15,480.0,161.75,LOW RISK
SKU-01263,If Kind,Toys,351,26.983333333333334,7,189.0,162.11666666666667,LOW RISK
SKU-03454,Create Anything,Home & Garden,175,2.5454545454545454,5,13.0,162.27272727272728,LOW RISK
SKU-03759,Success Party,Food & Beverage,255,5.454545454545454,17,93.0,162.27272727272728,LOW RISK
SKU-02541,Just Maybe,Sports,254,4.16,22,92.0,162.48,LOW RISK
SKU-00343,Alone Feeling,Food & Beverage,534,14.85,25,371.0,162.75,LOW RISK
SKU-09926,Middle Create,Electronics,312,13.566666666666666,11,149.0,162.76666666666668,LOW RISK
SKU-00962,Rate Fish,Electronics,310,14.716666666666667,10,147.0,162.83333333333334,LOW RISK
SKU-03267,Reveal Expect,Home & Garden,499,12.45,27,336.0,162.85000000000002,LOW RISK
SKU-05574,Campaign Simple,Electronics,599,29.066666666666666,15,436.0,163.0,LOW RISK
SKU-03998,Side Believe,Apparel,336,19.216666666666665,9,173.0,163.05,LOW RISK
SKU-06673,Natural Early,Electronics,254,15.15,6,91.0,163.1,LOW RISK
SKU-04720,Kind Play,Apparel,436,18.183333333333334,15,273.0,163.25,LOW RISK
SKU-04484,Above Consumer,Home & Garden,822,38.75,17,659.0,163.25,MEDIUM RISK
SKU-05898,Woman More,Electronics,331,41.93333333333333,4,168.0,163.26666666666668,LOW RISK
SKU-05722,Bit Weight,Health & Beauty,644,17.166666666666668,28,481.0,163.33333333333331,LOW RISK
SKU-06155,Be Green,Apparel,366,20.25,10,203.0,163.5,LOW RISK
SKU-01319,Field Happy,Apparel,301,13.75,10,138.0,163.5,LOW RISK
SKU-09072,People Color,Sports,847,37.96666666666667,18,683.0,163.5999999999999,MEDIUM RISK
SKU-00037,School Next,Home & Garden,278,3.9444444444444446,29,114.0,163.6111111111111,LOW RISK
SKU-02566,Perhaps Role,Health & Beauty,404,17.166666666666668,14,240.0,163.66666666666666,LOW RISK
SKU-00889,Impact Quickly,Home & Garden,222,2.9166666666666665,20,58.0,163.66666666666669,LOW RISK
SKU-02016,Beat What,Health & Beauty,193,2.090909090909091,14,29.0,163.72727272727272,LOW RISK
SKU-05145,Process Instead,Sports,498,41.78333333333333,8,334.0,163.73333333333335,LOW RISK
SKU-03209,Project Chance,Home & Garden,273,3.9,28,109.0,163.8,LOW RISK
SKU-09197,Wide Experience,Food & Beverage,290,18.016666666666666,7,126.0,163.88333333333333,LOW RISK
SKU-02639,Purpose None,Automotive,667,18.633333333333333,27,503.0,163.90000000000003,LOW RISK
SKU-01460,Surface Director,Food & Beverage,282,8.433333333333334,14,118.0,163.93333333333334,LOW RISK
SKU-00867,Garden Administration,Sports,200,3.0,12,36.0,164.0,LOW RISK
SKU-02226,Responsibility Positive,Sports,360,12.25,16,196.0,164.0,LOW RISK
SKU-04086,Tv Record,Health & Beauty,239,14.966666666666667,5,75.0,164.16666666666669,LOW RISK
SKU-06486,Action Apply,Food & Beverage,181,5.603448275862069,3,17.0,164.18965517241378,LOW RISK
SKU-02126,We Network,Automotive,757,24.7,24,593.0,164.20000000000005,LOW RISK
SKU-08486,Center Full,Toys,620,41.43333333333333,11,456.0,164.23333333333335,LOW RISK
SKU-06887,Act Design,Food & Beverage,506,12.65,27,342.0,164.45,LOW RISK
SKU-00421,Poor Nation,Apparel,835,37.25,18,671.0,164.5,MEDIUM RISK
SKU-01188,Oil Note,Electronics,777,27.833333333333332,22,612.0,164.66666666666674,LOW RISK
SKU-01638,Business Article,Sports,523,29.85,12,358.0,164.79999999999995,LOW RISK
SKU-03857,Region According,Automotive,489,24.933333333333334,13,324.0,164.86666666666667,LOW RISK
SKU-07988,Value All,Home & Garden,322,13.083333333333334,12,157.0,165.0,LOW RISK
SKU-04104,Short Blood,Apparel,581,46.21666666666667,9,416.0,165.04999999999995,LOW RISK
SKU-02384,Necessary Why,Automotive,283,23.533333333333335,5,118.0,165.33333333333331,LOW RISK
SKU-05291,Begin Every,Sports,519,23.566666666666666,15,354.0,165.5,LOW RISK
SKU-00662,Across Specific,Food & Beverage,418,16.833333333333332,15,252.0,165.50000000000003,LOW RISK
SKU-08306,Environmental Maybe,Food & Beverage,465,11.516666666666667,26,299.0,165.56666666666666,LOW RISK
SKU-07987,Capital Scientist,Sports,919,30.133333333333333,25,753.0,165.66666666666663,MEDIUM RISK
SKU-09388,Evidence Impact,Apparel,249,4.901960784313726,17,83.0,165.66666666666666,LOW RISK
SKU-09279,Read Particularly,Health & Beauty,388,13.066666666666666,17,222.0,165.86666666666667,LOW RISK
SKU-02949,Test Everybody,Automotive,669,33.516666666666666,15,503.0,166.25,LOW RISK
SKU-03314,Site Support,Electronics,494,11.3,29,328.0,166.29999999999995,LOW RISK
SKU-08659,Board Loss,Toys,258,6.111111111111111,15,92.0,166.33333333333334,LOW RISK
SKU-04804,Argue Various,Food & Beverage,507,15.483333333333333,22,341.0,166.36666666666667,LOW RISK
SKU-00097,Hospital Style,Apparel,527,45.06666666666667,8,361.0,166.46666666666664,LOW RISK
SKU-03627,Him Suffer,Automotive,894,38.28333333333333,19,727.0,166.61666666666667,MEDIUM RISK
SKU-09883,Try Which,Food & Beverage,844,29.45,23,677.0,166.64999999999998,MEDIUM RISK
SKU-04380,Middle Wife,Toys,480,28.483333333333334,11,313.0,166.68333333333334,LOW RISK
SKU-05880,Several Figure,Automotive,248,5.807017543859649,14,81.0,166.70175438596493,LOW RISK
SKU-01405,Keep Figure,Apparel,286,39.75,3,119.0,166.75,LOW RISK
SKU-09361,Every Another,Health & Beauty,252,12.166666666666666,7,85.0,166.83333333333334,LOW RISK
SKU-07163,Investment Ball,Food & Beverage,273,5.054545454545455,21,106.0,166.85454545454544,LOW RISK
SKU-05906,Condition Often,Toys,361,12.133333333333333,16,194.0,166.86666666666667,LOW RISK
SKU-04153,Team Hair,Food & Beverage,710,41.766666666666666,13,543.0,167.0333333333333,LOW RISK
SKU-02229,Suggest Same,Electronics,392,37.483333333333334,6,225.0,167.1,LOW RISK
SKU-01075,Major Bed,Electronics,254,17.366666666666667,5,87.0,167.16666666666666,LOW RISK
SKU-06191,Which Indicate,Health & Beauty,748,36.3,16,581.0,167.20000000000005,LOW RISK
SKU-05693,For Public,Apparel,226,19.583333333333332,3,59.0,167.25,LOW RISK
SKU-01542,Director Resource,Toys,438,12.883333333333333,21,271.0,167.45,LOW RISK
SKU-03612,Size Establish,Food & Beverage,513,23.033333333333335,15,346.0,167.5,LOW RISK
SKU-08787,High Level,Electronics,291,41.15,3,123.0,167.55,LOW RISK
SKU-02230,Interview Recently,Home & Garden,178,3.475,3,10.0,167.575,LOW RISK
SKU-09835,Western Time,Electronics,342,14.533333333333333,12,174.0,167.6,LOW RISK
SKU-09471,Benefit Set,Health & Beauty,320,16.933333333333334,9,152.0,167.6,LOW RISK
SKU-03739,Eye Leader,Toys,233,2.7241379310344827,24,65.0,167.6206896551724,LOW RISK
SKU-01036,Last Town,Apparel,264,24.066666666666666,4,96.0,167.73333333333335,LOW RISK
SKU-02524,Political Area,Health & Beauty,688,30.6,17,520.0,167.79999999999995,LOW RISK
SKU-08433,Community Carry,Automotive,371,8.466666666666667,24,203.0,167.8,LOW RISK
SKU-09241,Defense Security,Food & Beverage,519,39.016666666666666,9,351.0,167.85000000000002,LOW RISK
SKU-02477,Staff Health,Health & Beauty,246,3.125,25,78.0,167.875,LOW RISK
SKU-01765,Bill Wide,Sports,256,9.766666666666667,9,88.0,168.1,LOW RISK
SKU-06277,Old Build,Automotive,478,34.43333333333333,9,310.0,168.10000000000002,LOW RISK
SKU-02080,Enjoy Move,Health & Beauty,963,46.75,17,795.0,168.25,MEDIUM RISK
SKU-08334,Deal Necessary,Health & Beauty,644,16.983333333333334,28,476.0,168.46666666666664,LOW RISK
SKU-00641,Citizen Class,Automotive,743,35.9,16,574.0,168.60000000000002,LOW RISK
SKU-00913,Control Where,Sports,565,17.233333333333334,23,396.0,168.63333333333333,LOW RISK
SKU-00618,Fund Player,Health & Beauty,810,45.8,14,641.0,168.80000000000007,LOW RISK
SKU-07027,Minute Energy,Electronics,478,12.366666666666667,25,309.0,168.83333333333331,LOW RISK
SKU-09446,Artist Mouth,Electronics,256,4.583333333333333,19,87.0,168.91666666666669,LOW RISK
SKU-06028,Method Public,Home & Garden,273,34.666666666666664,3,104.0,169.0,LOW RISK
SKU-03256,We Commercial,Apparel,196,4.471698113207547,6,27.0,169.16981132075472,LOW RISK
SKU-09694,Customer Exist,Sports,349,22.433333333333334,8,179.0,169.53333333333333,LOW RISK
SKU-06498,Road Build,Electronics,292,20.383333333333333,6,122.0,169.7,LOW RISK
SKU-08253,Officer Sign,Home & Garden,390,27.533333333333335,8,220.0,169.73333333333332,LOW RISK
SKU-09364,Option Spring,Automotive,443,45.516666666666666,6,273.0,169.89999999999998,LOW RISK
SKU-05760,Paper Society,Health & Beauty,598,23.783333333333335,18,428.0,169.89999999999998,LOW RISK
SKU-04570,Describe Nearly,Food & Beverage,309,13.883333333333333,10,139.0,170.16666666666669,LOW RISK
SKU-03698,Discussion Within,Electronics,663,21.416666666666668,23,493.0,170.41666666666663,LOW RISK
SKU-05181,Important Campaign,Home & Garden,342,34.28333333333333,5,171.0,170.58333333333334,LOW RISK
SKU-04234,Phone She,Automotive,773,43.016666666666666,14,602.0,170.76666666666665,LOW RISK
SKU-00683,Blue Hair,Toys,503,36.9,9,332.0,170.90000000000003,LOW RISK
SKU-01028,List Speech,Food & Beverage,819,36.0,18,648.0,171.0,LOW RISK
SKU-05135,Modern Whom,Toys,326,5.528301886792453,28,155.0,171.20754716981133,LOW RISK
SKU-01164,Must Expect,Automotive,199,3.076923076923077,9,28.0,171.30769230769232,LOW RISK
SKU-02497,Soon Risk,Home & Garden,241,6.333333333333333,11,70.0,171.33333333333334,LOW RISK
SKU-04098,Experience Area,Apparel,547,16.333333333333332,23,376.0,171.33333333333337,LOW RISK
SKU-05210,Form Later,Electronics,255,10.45,8,84.0,171.4,LOW RISK
SKU-05536,Push Movie,Health & Beauty,546,12.916666666666666,29,375.0,171.41666666666669,LOW RISK
SKU-00768,Reality Story,Health & Beauty,979,42.483333333333334,19,807.0,171.8166666666666,MEDIUM RISK
SKU-06353,Could Home,Sports,205,5.48,6,33.0,172.12,LOW RISK
SKU-08882,Along Spring,Automotive,626,45.38333333333333,10,454.0,172.16666666666669,LOW RISK
SKU-06241,Machine Authority,Sports,214,8.338983050847459,5,42.0,172.3050847457627,LOW RISK
SKU-05066,Education Already,Automotive,793,26.983333333333334,23,621.0,172.38333333333333,LOW RISK
SKU-05830,East Remain,Food & Beverage,759,39.1,15,587.0,172.5,LOW RISK
SKU-02712,Tree Of,Toys,264,3.659090909090909,25,91.0,172.52272727272725,LOW RISK
SKU-04737,Pretty Then,Toys,438,9.830508474576272,27,265.0,172.5762711864407,LOW RISK
SKU-08711,Brother With,Home & Garden,615,36.86666666666667,12,442.0,172.60000000000002,LOW RISK
SKU-05131,Cold If,Toys,603,17.933333333333334,24,430.0,172.60000000000002,LOW RISK
SKU-04499,Either Ever,Electronics,658,17.333333333333332,28,485.0,172.66666666666669,LOW RISK
SKU-07561,Election Player,Apparel,204,3.909090909090909,8,31.0,172.72727272727272,LOW RISK
SKU-03074,Along Management,Toys,326,38.31666666666667,4,153.0,172.73333333333332,LOW RISK
SKU-08612,Space Site,Automotive,443,9.65,28,270.0,172.8,LOW RISK
SKU-02548,Country Consider,Food & Beverage,946,26.65,29,773.0,173.1500000000001,MEDIUM RISK
SKU-06781,Tend Ten,Automotive,499,36.2,9,326.0,173.2,LOW RISK
SKU-00066,Hit Wait,Apparel,218,3.2,14,45.0,173.2,LOW RISK
SKU-05734,A Raise,Home & Garden,261,29.25,3,88.0,173.25,LOW RISK
SKU-06455,Whatever Plan,Apparel,356,16.6,11,183.0,173.39999999999998,LOW RISK
SKU-07138,Meeting North,Electronics,358,22.966666666666665,8,184.0,174.26666666666668,LOW RISK
SKU-04709,Give Its,Home & Garden,696,37.25,14,522.0,174.5,LOW RISK
SKU-00632,Wait Operation,Home & Garden,642,35.95,13,467.0,174.64999999999998,LOW RISK
SKU-00290,Data Worry,Health & Beauty,393,21.833333333333332,10,218.0,174.66666666666669,LOW RISK
SKU-00585,Among Let,Automotive,950,40.78333333333333,19,775.0,175.11666666666667,MEDIUM RISK
SKU-08354,Assume Structure,Food & Beverage,192,2.806451612903226,6,17.0,175.16129032258064,LOW RISK
SKU-05171,Guy Hospital,Health & Beauty,472,22.833333333333332,13,297.0,175.16666666666669,LOW RISK
SKU-02812,Want Statement,Electronics,535,16.35,22,360.0,175.29999999999995,LOW RISK
SKU-00852,Agent Participant,Apparel,537,14.466666666666667,25,362.0,175.33333333333331,LOW RISK
SKU-07405,News Foot,Automotive,337,8.966666666666667,18,161.0,175.6,LOW RISK
SKU-02152,Meeting Grow,Toys,193,5.7894736842105265,3,17.0,175.6315789473684,LOW RISK
SKU-07139,Their Dream,Toys,623,17.2,26,447.0,175.8,LOW RISK
SKU-08709,Treatment When,Automotive,927,44.18333333333333,17,751.0,175.88333333333344,MEDIUM RISK
SKU-06515,Citizen View,Toys,478,13.716666666666667,22,302.0,176.23333333333335,LOW RISK
SKU-00140,During Argue,Electronics,266,3.738095238095238,24,90.0,176.28571428571428,LOW RISK
SKU-00921,Effect Which,Sports,613,36.38333333333333,12,437.0,176.39999999999998,LOW RISK
SKU-00575,Force Character,Toys,963,37.45,21,786.0,176.54999999999995,MEDIUM RISK
SKU-05313,Rather Candidate,Sports,578,36.483333333333334,11,401.0,176.68333333333334,LOW RISK
SKU-03135,Case Left,Apparel,804,41.81666666666667,15,627.0,176.75,LOW RISK
SKU-09169,Miss Not,Electronics,754,41.21666666666667,14,577.0,176.9666666666667,LOW RISK
SKU-08013,Bad Suggest,Home & Garden,475,37.233333333333334,8,298.0,177.13333333333333,LOW RISK
SKU-07289,Perform Wish,Electronics,523,21.616666666666667,16,346.0,177.13333333333333,LOW RISK
SKU-08708,Audience Office,Toys,194,2.380952380952381,7,17.0,177.33333333333334,LOW RISK
SKU-02637,Late Minute,Food & Beverage,683,22.983333333333334,22,506.0,177.36666666666667,LOW RISK
SKU-00964,Positive Network,Toys,378,7.7,26,200.0,177.79999999999998,LOW RISK
SKU-02066,Store Authority,Home & Garden,393,15.366666666666667,14,215.0,177.86666666666667,LOW RISK
SKU-04938,Evidence Way,Sports,740,40.15,14,562.0,177.89999999999998,LOW RISK
SKU-04883,Challenge Short,Apparel,360,7.916666666666667,23,182.0,177.91666666666666,LOW RISK
SKU-07398,Cultural Spring,Toys,227,8.172413793103448,6,49.0,177.9655172413793,LOW RISK
SKU-06918,Seem Field,Electronics,394,43.2,5,216.0,178.0,LOW RISK
SKU-03533,Stuff Indeed,Home & Garden,307,6.440677966101695,20,129.0,178.18644067796612,LOW RISK
SKU-07058,Myself Recent,Health & Beauty,368,31.616666666666667,6,190.0,178.3,LOW RISK
SKU-02138,Born Husband,Health & Beauty,412,38.93333333333333,6,234.0,178.40000000000003,LOW RISK
SKU-04255,Various Land,Home & Garden,222,2.9,15,44.0,178.5,LOW RISK
SKU-08814,Sing Carry,Electronics,802,22.266666666666666,28,623.0,178.5333333333333,LOW RISK
SKU-01097,Night Join,Apparel,366,37.483333333333334,5,187.0,178.58333333333331,LOW RISK
SKU-09634,Long Teacher,Electronics,737,31.016666666666666,18,558.0,178.70000000000005,LOW RISK
SKU-05775,Sense Example,Food & Beverage,298,6.275862068965517,19,119.0,178.75862068965517,LOW RISK
SKU-07315,Bar Build,Health & Beauty,275,6.0,16,96.0,179.0,LOW RISK
SKU-05950,Congress Lawyer,Electronics,566,16.116666666666667,24,387.0,179.2,LOW RISK
SKU-09496,Conference Age,Electronics,271,15.266666666666667,6,92.0,179.39999999999998,LOW RISK
SKU-03958,General Personal,Sports,830,34.233333333333334,19,650.0,179.5666666666666,LOW RISK
SKU-00482,Today Thought,Automotive,210,7.593220338983051,4,30.0,179.6271186440678,LOW RISK
SKU-07751,Quickly Until,Sports,425,10.216666666666667,24,245.0,179.8,LOW RISK
SKU-03526,Could Name,Sports,275,23.766666666666666,4,95.0,179.93333333333334,LOW RISK
SKU-00266,There Wind,Apparel,311,4.68,28,131.0,179.96,LOW RISK
SKU-02706,Whether Evening,Apparel,556,15.666666666666666,24,376.0,180.0,LOW RISK
SKU-05638,Color Best,Home & Garden,244,6.392857142857143,10,64.0,180.07142857142856,LOW RISK
SKU-00718,Increase Once,Home & Garden,339,31.766666666666666,5,159.0,180.16666666666669,LOW RISK
SKU-06310,Beautiful Statement,Apparel,234,7.689655172413793,7,54.0,180.17241379310346,LOW RISK
SKU-04401,Entire Particularly,Automotive,263,5.176470588235294,16,83.0,180.1764705882353,LOW RISK
SKU-03853,Third Live,Toys,317,19.516666666666666,7,137.0,180.38333333333333,LOW RISK
SKU-06604,Truth However,Sports,372,31.916666666666668,6,192.0,180.5,LOW RISK
SKU-07044,Law Impact,Apparel,226,4.128205128205129,11,45.0,180.5897435897436,LOW RISK
SKU-03037,Remain List,Electronics,430,20.783333333333335,12,249.0,180.59999999999997,LOW RISK
SKU-05186,Detail Marriage,Automotive,574,23.133333333333333,17,393.0,180.73333333333335,LOW RISK
SKU-03680,Quality American,Electronics,218,4.644444444444445,8,37.0,180.84444444444443,LOW RISK
SKU-00629,Far Senior,Toys,297,38.71666666666667,3,116.0,180.85,LOW RISK
SKU-05487,Law Best,Apparel,316,45.03333333333333,3,135.0,180.9,LOW RISK
SKU-05441,National Paper,Food & Beverage,318,5.711864406779661,24,137.0,180.91525423728814,LOW RISK
SKU-02268,Parent Especially,Health & Beauty,295,22.816666666666666,5,114.0,180.91666666666669,LOW RISK
SKU-09718,Report Grow,Toys,963,26.966666666666665,29,782.0,180.9666666666667,MEDIUM RISK
SKU-01924,Card Head,Food & Beverage,789,38.0,16,608.0,181.0,LOW RISK
SKU-08813,Modern Tend,Food & Beverage,350,21.116666666666667,8,169.0,181.06666666666666,LOW RISK
SKU-04349,Bring Focus,Home & Garden,476,42.13333333333333,7,295.0,181.06666666666666,LOW RISK
SKU-00198,Feeling Help,Home & Garden,486,33.85,9,305.0,181.34999999999997,LOW RISK
SKU-00144,Hear Vote,Health & Beauty,240,19.533333333333335,3,59.0,181.39999999999998,LOW RISK
SKU-06464,Interesting Same,Food & Beverage,422,30.066666666666666,8,241.0,181.46666666666667,LOW RISK
SKU-00752,Small Specific,Sports,537,19.75,18,356.0,181.5,LOW RISK
SKU-05673,Design Candidate,Food & Beverage,479,33.05,9,297.0,181.55,LOW RISK
SKU-00920,Drive Claim,Health & Beauty,240,2.533333333333333,23,58.0,181.73333333333335,LOW RISK
SKU-09897,Never Possible,Health & Beauty,263,3.242424242424242,25,81.0,181.93939393939394,LOW RISK
SKU-00170,Necessary Local,Automotive,878,38.666666666666664,18,696.0,182.0,LOW RISK
SKU-08192,Strong National,Apparel,980,37.983333333333334,21,798.0,182.35000000000002,MEDIUM RISK
SKU-05644,Economy Team,Toys,376,13.816666666666666,14,193.0,182.56666666666666,LOW RISK
SKU-09461,Son Seek,Automotive,258,4.186046511627907,18,75.0,182.65116279069767,LOW RISK
SKU-06592,Response Impact,Home & Garden,944,36.25,21,761.0,182.75,MEDIUM RISK
SKU-02858,Condition Live,Sports,510,32.71666666666667,10,327.0,182.83333333333331,LOW RISK
SKU-03901,Education Player,Apparel,905,45.13333333333333,16,722.0,182.86666666666667,LOW RISK
SKU-09232,Show Man,Health & Beauty,311,32.016666666666666,4,128.0,182.93333333333334,LOW RISK
SKU-08895,Interview Help,Automotive,330,7.344827586206897,20,147.0,183.10344827586206,LOW RISK
SKU-05286,Fall Town,Food & Beverage,352,42.18333333333333,4,169.0,183.26666666666668,LOW RISK
SKU-01563,Writer Office,Home & Garden,661,43.416666666666664,11,478.0,183.41666666666669,LOW RISK
SKU-03576,Should Rich,Electronics,348,9.677966101694915,17,165.0,183.47457627118644,LOW RISK
SKU-01364,Board School,Automotive,539,13.166666666666666,27,356.0,183.5,LOW RISK
SKU-01680,Level Leader,Apparel,999,45.3,18,815.0,183.60000000000002,MEDIUM RISK
SKU-04861,Field Lot,Home & Garden,736,36.81666666666667,15,552.0,183.75,LOW RISK
SKU-03226,Small White,Home & Garden,264,8.017543859649123,10,80.0,183.82456140350877,LOW RISK
SKU-04623,Price White,Electronics,808,24.966666666666665,25,624.0,183.83333333333337,LOW RISK
SKU-01742,Whom Bit,Apparel,252,3.4054054054054053,20,68.0,183.8918918918919,LOW RISK
SKU-07774,Measure Former,Toys,539,18.683333333333334,19,355.0,184.01666666666665,LOW RISK
SKU-05529,Whose Hair,Automotive,257,4.5576923076923075,16,73.0,184.0769230769231,LOW RISK
SKU-08689,Condition Operation,Apparel,394,17.483333333333334,12,210.0,184.2,LOW RISK
SKU-06042,Write Person,Apparel,383,15.283333333333333,13,199.0,184.31666666666666,LOW RISK
SKU-06764,High Read,Health & Beauty,945,29.25,26,761.0,184.5,MEDIUM RISK
SKU-06169,Compare On,Apparel,838,25.133333333333333,26,653.0,184.5333333333333,LOW RISK
SKU-02356,Hand Since,Food & Beverage,506,26.783333333333335,12,321.0,184.59999999999997,LOW RISK
SKU-08555,Blood Charge,Home & Garden,546,36.13333333333333,10,361.0,184.66666666666669,LOW RISK
SKU-09710,Prepare Hour,Food & Beverage,307,5.824561403508772,21,122.0,184.68421052631578,LOW RISK
SKU-04532,Hospital Enter,Automotive,278,7.766666666666667,12,93.0,184.8,LOW RISK
SKU-05033,Speak Outside,Health & Beauty,335,11.55,13,150.0,184.85,LOW RISK
SKU-09142,Build Scientist,Sports,230,4.51063829787234,10,45.0,184.8936170212766,LOW RISK
SKU-01853,Better Matter,Automotive,300,38.36666666666667,3,115.0,184.9,LOW RISK
SKU-06239,Government Seek,Electronics,706,34.733333333333334,15,521.0,185.0,LOW RISK
SKU-09357,Sort Particularly,Toys,232,11.733333333333333,4,47.0,185.06666666666666,LOW RISK
SKU-08279,Time Writer,Automotive,384,15.3,13,199.0,185.1,LOW RISK
SKU-08618,Know Know,Home & Garden,532,15.766666666666667,22,347.0,185.13333333333333,LOW RISK
SKU-02055,Arrive Under,Toys,378,19.266666666666666,10,193.0,185.33333333333334,LOW RISK
SKU-05469,Season Within,Electronics,953,45.15,17,768.0,185.45000000000005,MEDIUM RISK
SKU-09277,Try Nearly,Automotive,478,24.366666666666667,12,292.0,185.60000000000002,LOW RISK
SKU-00846,Case Citizen,Sports,446,21.7,12,260.0,185.60000000000002,LOW RISK
SKU-08749,Power Medical,Sports,220,3.8214285714285716,9,34.0,185.60714285714286,LOW RISK
SKU-04792,Health Now,Toys,745,20.716666666666665,27,559.0,185.6500000000001,LOW RISK
SKU-06115,Bad Check,Toys,513,27.266666666666666,12,327.0,185.8,LOW RISK
SKU-09865,On Federal,Home & Garden,584,33.18333333333333,12,398.0,185.80000000000007,LOW RISK
SKU-06178,Article Big,Toys,325,12.65,11,139.0,185.85,LOW RISK
SKU-03476,Because Deep,Food & Beverage,242,2.4375,23,56.0,185.9375,LOW RISK
SKU-09291,Bag Environmental,Toys,259,2.918918918918919,25,73.0,186.02702702702703,LOW RISK
SKU-07154,Fall Join,Sports,234,15.816666666666666,3,47.0,186.55,LOW RISK
SKU-00239,Us Relationship,Food & Beverage,951,44.96666666666667,17,764.0,186.5666666666666,MEDIUM RISK
SKU-04077,Until Product,Home & Garden,300,37.78333333333333,3,113.0,186.65,LOW RISK
SKU-08359,Account Skill,Toys,257,4.666666666666667,15,70.0,187.0,LOW RISK
SKU-09909,Financial Quality,Apparel,376,18.9,10,189.0,187.0,LOW RISK
