order_id,sku_id,order_date,order_quantity,supplier_id
PO-002476,SKU-04912,2024-11-30,28,SUP-149
PO-002477,SKU-04973,2024-09-10,810,SUP-088
PO-002478,SKU-05443,2024-12-01,923,SUP-154
PO-002479,SKU-09519,2024-04-13,764,SUP-153
PO-002480,SKU-06371,2024-06-16,429,SUP-190
PO-002481,SKU-06618,2024-06-09,616,SUP-089
PO-002482,SKU-09326,2024-11-14,236,SUP-043
PO-002483,SKU-05523,2024-10-12,802,SUP-181
PO-002484,SKU-07817,2024-03-11,687,SUP-002
PO-002485,SKU-07195,2024-11-05,625,SUP-051
PO-002486,SKU-08252,2024-06-08,316,SUP-080
PO-002487,SKU-05267,2024-09-18,835,SUP-083
PO-002488,SKU-03988,2024-06-19,908,SUP-048
PO-002489,SKU-00742,2024-06-19,280,SUP-024
PO-002490,SKU-06085,2024-01-14,476,SUP-102
PO-002491,SKU-03523,2024-11-20,705,SUP-147
PO-002492,SKU-02206,2024-04-28,913,SUP-118
PO-002493,SKU-09463,2024-01-12,428,SUP-185
PO-002494,SKU-02990,2024-12-20,404,SUP-054
PO-002495,SKU-01480,2024-03-27,751,SUP-197
PO-002496,SKU-06892,2024-09-16,156,SUP-046
PO-002497,SKU-09216,2024-08-28,785,SUP-096
PO-002498,SKU-00056,2024-02-23,829,SUP-114
PO-002499,SKU-05623,2024-05-01,369,SUP-030
PO-002500,SKU-00328,2024-04-29,674,SUP-166
PO-002501,SKU-07808,2024-09-26,526,SUP-192
PO-002502,SKU-00754,2024-10-18,494,SUP-143
PO-002503,SKU-04865,2024-07-06,745,SUP-013
PO-002504,SKU-04308,2024-07-18,195,SUP-043
PO-002505,SKU-07723,2024-07-23,805,SUP-168
PO-002506,SKU-01329,2024-02-01,922,SUP-118
PO-002507,SKU-09862,2024-02-18,464,SUP-012
PO-002508,SKU-09361,2024-11-16,23,SUP-143
PO-002509,SKU-06566,2024-07-30,166,SUP-082
PO-002510,SKU-03050,2024-10-28,924,SUP-105
PO-002511,SKU-04953,2024-06-06,327,SUP-072
PO-002512,SKU-03823,2024-05-27,775,SUP-003
PO-002513,SKU-07883,2024-06-03,155,SUP-107
PO-002514,SKU-01633,2024-03-04,735,SUP-164
PO-002515,SKU-01667,2024-12-04,137,SUP-101
PO-002516,SKU-07866,2024-02-06,125,SUP-031
PO-002517,SKU-08766,2024-06-03,692,SUP-197
PO-002518,SKU-00559,2024-04-22,820,SUP-141
PO-002519,SKU-07287,2024-03-25,354,SUP-053
PO-002520,SKU-03387,2024-06-29,592,SUP-147
PO-002521,SKU-00727,2024-09-10,489,SUP-150
PO-002522,SKU-00979,2024-08-13,847,SUP-033
PO-002523,SKU-05878,2024-11-02,693,SUP-090
PO-002524,SKU-08399,2024-04-26,591,SUP-116
PO-002525,SKU-08599,2024-08-12,828,SUP-183
PO-002526,SKU-00598,2024-06-07,143,SUP-130
PO-002527,SKU-00638,2024-01-28,450,SUP-153
PO-002528,SKU-02918,2024-05-23,211,SUP-169
PO-002529,SKU-07816,2024-02-05,603,SUP-141
PO-002530,SKU-04870,2024-12-20,395,SUP-025
PO-002531,SKU-05005,2024-05-12,768,SUP-189
PO-002532,SKU-07808,2024-07-11,399,SUP-124
PO-002533,SKU-01986,2024-05-05,376,SUP-195
PO-002534,SKU-04803,2024-09-24,526,SUP-020
PO-002535,SKU-00602,2024-02-09,35,SUP-023
PO-002536,SKU-09225,2024-02-29,79,SUP-182
PO-002537,SKU-05957,2024-05-08,993,SUP-182
PO-002538,SKU-05792,2024-02-24,883,SUP-193
PO-002539,SKU-09787,2024-09-07,907,SUP-070
PO-002540,SKU-09673,2024-10-27,701,SUP-154
PO-002541,SKU-09010,2024-07-23,721,SUP-129
PO-002542,SKU-04674,2024-03-22,268,SUP-170
PO-002543,SKU-08797,2024-07-27,289,SUP-036
PO-002544,SKU-00470,2024-04-20,887,SUP-132
PO-002545,SKU-04048,2024-07-09,255,SUP-148
PO-002546,SKU-09252,2024-03-25,883,SUP-002
PO-002547,SKU-04976,2024-05-06,371,SUP-080
PO-002548,SKU-03342,2024-10-05,433,SUP-148
PO-002549,SKU-05968,2024-06-28,261,SUP-158
PO-002550,SKU-01551,2024-10-13,511,SUP-069
PO-002551,SKU-00396,2024-07-01,868,SUP-145
PO-002552,SKU-05950,2024-07-15,430,SUP-198
PO-002553,SKU-06396,2024-02-16,189,SUP-049
PO-002554,SKU-06746,2024-05-04,850,SUP-086
PO-002555,SKU-05517,2024-06-20,658,SUP-174
PO-002556,SKU-00110,2024-06-02,122,SUP-108
PO-002557,SKU-02888,2024-03-25,725,SUP-185
PO-002558,SKU-07477,2024-05-08,637,SUP-197
PO-002559,SKU-03489,2024-03-21,943,SUP-123
PO-002560,SKU-03535,2024-08-13,942,SUP-169
PO-002561,SKU-04202,2024-01-23,112,SUP-180
PO-002562,SKU-07284,2024-01-30,680,SUP-032
PO-002563,SKU-08961,2024-11-30,320,SUP-105
PO-002564,SKU-07698,2024-06-26,751,SUP-101
PO-002565,SKU-08990,2024-03-05,460,SUP-091
PO-002566,SKU-06912,2024-03-19,653,SUP-149
PO-002567,SKU-01190,2024-02-18,103,SUP-039
PO-002568,SKU-02819,2024-12-16,704,SUP-030
PO-002569,SKU-02638,2024-11-16,11,SUP-186
PO-002570,SKU-02874,2024-07-25,956,SUP-168
PO-002571,SKU-09995,2024-06-16,174,SUP-118
PO-002572,SKU-04244,2024-12-11,848,SUP-010
PO-002573,SKU-09786,2024-01-27,736,SUP-149
PO-002574,SKU-04224,2024-10-01,246,SUP-184
PO-002575,SKU-01741,2024-10-06,202,SUP-001
PO-002576,SKU-09051,2024-11-08,784,SUP-113
PO-002577,SKU-02535,2024-10-25,493,SUP-128
PO-002578,SKU-07983,2024-02-04,106,SUP-120
PO-002579,SKU-03995,2024-01-23,320,SUP-041
PO-002580,SKU-07317,2024-02-11,786,SUP-129
PO-002581,SKU-07781,2024-04-04,479,SUP-136
PO-002582,SKU-00635,2024-07-01,868,SUP-155
PO-002583,SKU-04195,2024-07-01,583,SUP-133
PO-002584,SKU-04408,2024-08-23,101,SUP-057
PO-002585,SKU-04923,2024-08-02,840,SUP-005
PO-002586,SKU-08618,2024-05-27,138,SUP-030
PO-002587,SKU-06520,2024-11-09,743,SUP-129
PO-002588,SKU-09750,2024-07-03,690,SUP-130
PO-002589,SKU-06159,2024-10-27,406,SUP-172
PO-002590,SKU-04032,2024-11-12,439,SUP-117
PO-002591,SKU-07425,2024-03-03,437,SUP-142
PO-002592,SKU-04993,2024-01-24,874,SUP-020
PO-002593,SKU-08932,2024-01-16,90,SUP-193
PO-002594,SKU-05669,2024-12-24,268,SUP-127
PO-002595,SKU-01453,2024-01-22,53,SUP-154
PO-002596,SKU-09951,2024-02-29,588,SUP-025
PO-002597,SKU-06351,2024-02-15,21,SUP-038
PO-002598,SKU-07581,2024-08-29,76,SUP-107
PO-002599,SKU-00194,2024-07-24,824,SUP-146
PO-002600,SKU-05161,2024-04-03,761,SUP-016
PO-002601,SKU-05767,2024-03-31,826,SUP-139
PO-002602,SKU-08653,2024-04-13,448,SUP-102
PO-002603,SKU-01961,2024-11-21,468,SUP-018
PO-002604,SKU-03700,2024-02-01,329,SUP-100
PO-002605,SKU-07861,2024-10-28,146,SUP-171
PO-002606,SKU-07017,2024-10-07,933,SUP-135
PO-002607,SKU-02097,2024-09-04,225,SUP-117
PO-002608,SKU-06695,2024-04-23,775,SUP-157
PO-002609,SKU-08217,2024-04-17,421,SUP-129
PO-002610,SKU-02670,2024-09-18,233,SUP-125
PO-002611,SKU-07322,2024-03-18,364,SUP-017
PO-002612,SKU-00428,2024-01-18,673,SUP-165
PO-002613,SKU-00577,2024-11-26,168,SUP-061
PO-002614,SKU-08417,2024-11-10,254,SUP-039
PO-002615,SKU-01048,2024-08-09,570,SUP-076
PO-002616,SKU-00583,2024-10-30,27,SUP-031
PO-002617,SKU-01809,2024-06-05,694,SUP-046
PO-002618,SKU-04671,2024-05-29,860,SUP-107
PO-002619,SKU-03315,2024-12-17,704,SUP-168
PO-002620,SKU-03014,2024-07-06,479,SUP-108
PO-002621,SKU-00714,2024-12-24,102,SUP-060
PO-002622,SKU-01320,2024-10-14,663,SUP-029
PO-002623,SKU-07262,2024-06-05,228,SUP-021
PO-002624,SKU-08229,2024-10-21,299,SUP-050
PO-002625,SKU-07846,2024-12-29,127,SUP-199
PO-002626,SKU-04964,2024-09-27,700,SUP-030
PO-002627,SKU-04165,2024-09-30,813,SUP-051
PO-002628,SKU-02088,2024-07-18,811,SUP-192
PO-002629,SKU-05175,2024-01-03,248,SUP-010
PO-002630,SKU-03208,2024-08-21,337,SUP-179
PO-002631,SKU-05272,2024-05-07,865,SUP-087
PO-002632,SKU-00335,2024-04-16,50,SUP-107
PO-002633,SKU-02553,2024-12-11,452,SUP-113
PO-002634,SKU-08657,2024-05-03,670,SUP-154
PO-002635,SKU-06546,2024-08-09,798,SUP-055
PO-002636,SKU-00374,2024-01-18,442,SUP-089
PO-002637,SKU-01278,2024-11-19,731,SUP-172
PO-002638,SKU-03789,2024-07-05,189,SUP-106
PO-002639,SKU-03635,2024-10-28,910,SUP-147
PO-002640,SKU-07071,2024-12-05,748,SUP-026
PO-002641,SKU-00520,2024-02-18,551,SUP-136
PO-002642,SKU-06197,2024-12-30,150,SUP-187
PO-002643,SKU-09017,2024-09-13,789,SUP-175
PO-002644,SKU-05745,2024-12-30,698,SUP-016
PO-002645,SKU-04473,2024-08-16,807,SUP-128
PO-002646,SKU-03238,2024-04-12,718,SUP-091
PO-002647,SKU-05024,2024-02-11,575,SUP-174
PO-002648,SKU-02846,2024-05-21,931,SUP-182
PO-002649,SKU-03962,2024-10-27,402,SUP-087
PO-002650,SKU-06353,2024-01-01,641,SUP-041
PO-002651,SKU-08026,2024-07-06,801,SUP-002
PO-002652,SKU-04386,2024-01-18,46,SUP-198
PO-002653,SKU-03928,2024-07-30,165,SUP-016
PO-002654,SKU-05401,2024-10-15,812,SUP-111
PO-002655,SKU-09900,2024-04-05,262,SUP-139
PO-002656,SKU-02640,2024-05-15,768,SUP-153
PO-002657,SKU-09010,2024-01-23,134,SUP-007
PO-002658,SKU-01031,2024-06-05,577,SUP-188
PO-002659,SKU-04876,2024-06-17,860,SUP-079
PO-002660,SKU-02459,2024-07-24,535,SUP-038
PO-002661,SKU-03991,2024-10-01,493,SUP-077
PO-002662,SKU-05617,2024-03-15,610,SUP-082
PO-002663,SKU-02956,2024-10-07,78,SUP-047
PO-002664,SKU-07805,2024-09-22,251,SUP-167
PO-002665,SKU-09110,2024-09-04,242,SUP-052
PO-002666,SKU-00089,2024-01-04,533,SUP-075
PO-002667,SKU-02495,2024-02-10,260,SUP-042
PO-002668,SKU-03292,2024-01-11,748,SUP-054
PO-002669,SKU-06510,2024-04-27,510,SUP-108
PO-002670,SKU-02268,2024-12-14,382,SUP-137
PO-002671,SKU-04091,2024-11-08,80,SUP-174
PO-002672,SKU-06725,2024-06-06,604,SUP-087
PO-002673,SKU-03122,2024-01-21,178,SUP-103
PO-002674,SKU-01658,2024-05-25,295,SUP-024
PO-002675,SKU-06776,2024-03-21,78,SUP-198
PO-002676,SKU-05915,2024-03-12,109,SUP-117
PO-002677,SKU-07889,2024-08-22,390,SUP-030
PO-002678,SKU-08558,2024-05-24,700,SUP-025
PO-002679,SKU-03691,2024-08-01,330,SUP-096
PO-002680,SKU-09266,2024-07-04,775,SUP-062
PO-002681,SKU-05074,2024-06-24,929,SUP-047
PO-002682,SKU-06759,2024-08-23,910,SUP-077
PO-002683,SKU-09626,2024-07-30,74,SUP-118
PO-002684,SKU-06522,2024-04-27,241,SUP-125
PO-002685,SKU-03602,2024-01-02,580,SUP-178
PO-002686,SKU-07660,2024-08-06,507,SUP-077
PO-002687,SKU-02982,2024-05-15,978,SUP-062
PO-002688,SKU-07222,2024-07-11,373,SUP-005
PO-002689,SKU-05931,2024-06-02,493,SUP-129
PO-002690,SKU-02673,2024-06-28,771,SUP-007
PO-002691,SKU-05047,2024-02-25,905,SUP-096
PO-002692,SKU-08371,2024-11-15,245,SUP-114
PO-002693,SKU-09425,2024-12-31,661,SUP-076
PO-002694,SKU-08821,2024-01-05,366,SUP-026
PO-002695,SKU-08268,2024-12-15,979,SUP-136
PO-002696,SKU-08156,2024-05-08,728,SUP-005
PO-002697,SKU-02916,2024-06-06,240,SUP-016
PO-002698,SKU-03354,2024-05-16,689,SUP-181
PO-002699,SKU-03908,2024-06-14,649,SUP-158
PO-002700,SKU-00915,2024-02-07,107,SUP-119
PO-002701,SKU-01187,2024-12-26,535,SUP-110
PO-002702,SKU-04821,2024-11-01,157,SUP-116
PO-002703,SKU-06056,2024-02-20,586,SUP-005
PO-002704,SKU-02210,2024-04-13,517,SUP-095
PO-002705,SKU-08581,2024-11-30,134,SUP-007
PO-002706,SKU-02526,2024-03-20,44,SUP-034
PO-002707,SKU-06531,2024-08-05,641,SUP-091
PO-002708,SKU-09960,2024-11-13,577,SUP-195
PO-002709,SKU-02508,2024-10-08,172,SUP-148
PO-002710,SKU-01252,2024-06-05,958,SUP-047
PO-002711,SKU-08701,2024-09-21,870,SUP-139
PO-002712,SKU-01871,2024-10-16,302,SUP-030
PO-002713,SKU-06540,2024-11-04,953,SUP-062
PO-002714,SKU-05330,2024-06-11,213,SUP-173
PO-002715,SKU-06637,2024-02-12,511,SUP-198
PO-002716,SKU-07546,2024-09-13,610,SUP-163
PO-002717,SKU-09673,2024-04-15,698,SUP-197
PO-002718,SKU-09652,2024-05-18,853,SUP-006
PO-002719,SKU-09192,2024-06-10,510,SUP-022
PO-002720,SKU-06763,2024-11-08,949,SUP-063
PO-002721,SKU-04427,2024-10-29,695,SUP-123
PO-002722,SKU-06963,2024-12-21,750,SUP-134
PO-002723,SKU-04250,2024-01-02,430,SUP-185
PO-002724,SKU-09737,2024-02-23,439,SUP-169
PO-002725,SKU-05459,2024-10-04,530,SUP-031
PO-002726,SKU-04296,2024-08-22,430,SUP-043
PO-002727,SKU-00137,2024-07-22,11,SUP-139
PO-002728,SKU-00092,2024-07-14,25,SUP-039
PO-002729,SKU-06448,2024-01-13,733,SUP-052
PO-002730,SKU-08632,2024-05-26,21,SUP-191
PO-002731,SKU-07658,2024-09-10,388,SUP-120
PO-002732,SKU-00716,2024-06-20,206,SUP-162
PO-002733,SKU-06354,2024-06-24,815,SUP-003
PO-002734,SKU-00493,2024-07-22,691,SUP-011
PO-002735,SKU-01217,2024-09-12,255,SUP-147
PO-002736,SKU-00992,2024-07-16,852,SUP-010
PO-002737,SKU-04525,2024-05-13,275,SUP-183
PO-002738,SKU-01827,2024-05-19,434,SUP-189
PO-002739,SKU-01644,2024-08-02,850,SUP-032
PO-002740,SKU-08695,2024-10-03,600,SUP-029
PO-002741,SKU-09557,2024-12-05,455,SUP-198
PO-002742,SKU-08363,2024-10-03,349,SUP-034
PO-002743,SKU-00997,2024-12-14,171,SUP-131
PO-002744,SKU-05772,2024-09-28,409,SUP-123
PO-002745,SKU-06979,2024-03-09,428,SUP-013
PO-002746,SKU-03913,2024-12-16,861,SUP-099
PO-002747,SKU-01060,2024-07-30,732,SUP-104
PO-002748,SKU-08792,2024-04-21,65,SUP-175
PO-002749,SKU-09666,2024-06-19,784,SUP-130
PO-002750,SKU-00632,2024-01-31,150,SUP-054
PO-002751,SKU-03312,2024-01-02,337,SUP-005
PO-002752,SKU-03325,2024-05-23,99,SUP-130
PO-002753,SKU-02447,2024-05-23,867,SUP-192
PO-002754,SKU-09777,2024-03-07,904,SUP-078
PO-002755,SKU-09693,2024-10-02,557,SUP-193
PO-002756,SKU-05012,2024-03-24,245,SUP-035
PO-002757,SKU-02253,2024-08-19,971,SUP-035
PO-002758,SKU-01323,2024-12-31,450,SUP-156
PO-002759,SKU-00769,2024-03-20,305,SUP-151
PO-002760,SKU-02605,2024-01-30,316,SUP-138
PO-002761,SKU-06214,2024-04-14,844,SUP-156
PO-002762,SKU-00968,2024-11-01,803,SUP-036
PO-002763,SKU-00398,2024-03-11,302,SUP-092
PO-002764,SKU-09505,2024-09-25,935,SUP-015
PO-002765,SKU-02944,2024-09-25,424,SUP-022
PO-002766,SKU-04241,2024-07-19,90,SUP-068
PO-002767,SKU-06534,2024-01-23,699,SUP-102
PO-002768,SKU-04718,2024-05-16,302,SUP-152
PO-002769,SKU-09692,2024-08-15,250,SUP-102
PO-002770,SKU-00698,2024-08-08,136,SUP-074
PO-002771,SKU-08508,2024-07-01,699,SUP-084
PO-002772,SKU-02915,2024-03-17,494,SUP-152
PO-002773,SKU-05849,2024-12-31,831,SUP-057
PO-002774,SKU-01259,2024-02-19,937,SUP-086
PO-002775,SKU-05117,2024-05-16,286,SUP-163
PO-002776,SKU-01749,2024-10-09,864,SUP-009
PO-002777,SKU-03597,2024-08-10,491,SUP-104
PO-002778,SKU-05626,2024-03-26,474,SUP-119
PO-002779,SKU-05814,2024-03-24,355,SUP-196
PO-002780,SKU-04355,2024-12-06,408,SUP-021
PO-002781,SKU-07491,2024-02-26,635,SUP-181
PO-002782,SKU-01612,2024-04-07,196,SUP-050
PO-002783,SKU-06709,2024-07-13,352,SUP-055
PO-002784,SKU-02037,2024-04-12,70,SUP-155
PO-002785,SKU-07720,2024-12-17,716,SUP-062
PO-002786,SKU-07480,2024-01-29,963,SUP-095
PO-002787,SKU-08776,2024-04-17,780,SUP-163
PO-002788,SKU-09659,2024-07-10,507,SUP-030
PO-002789,SKU-02081,2024-10-09,481,SUP-002
PO-002790,SKU-01389,2024-05-12,39,SUP-054
PO-002791,SKU-06661,2024-06-12,655,SUP-042
PO-002792,SKU-00954,2024-01-17,159,SUP-189
PO-002793,SKU-01131,2024-05-01,172,SUP-111
PO-002794,SKU-05482,2024-09-22,299,SUP-096
PO-002795,SKU-08939,2024-10-22,398,SUP-148
PO-002796,SKU-02714,2024-11-21,292,SUP-081
PO-002797,SKU-05594,2024-10-06,849,SUP-006
PO-002798,SKU-07716,2024-02-09,476,SUP-184
PO-002799,SKU-01905,2024-05-07,510,SUP-132
PO-002800,SKU-09519,2024-07-20,141,SUP-176
PO-002801,SKU-06449,2024-01-26,136,SUP-023
PO-002802,SKU-03246,2024-10-19,495,SUP-135
PO-002803,SKU-09757,2024-06-20,547,SUP-147
PO-002804,SKU-05637,2024-05-22,299,SUP-061
PO-002805,SKU-06441,2024-02-22,820,SUP-029
PO-002806,SKU-01489,2024-07-24,286,SUP-090
PO-002807,SKU-08767,2024-05-29,270,SUP-068
PO-002808,SKU-02739,2024-12-14,731,SUP-156
PO-002809,SKU-05287,2024-05-18,941,SUP-001
PO-002810,SKU-01980,2024-04-08,694,SUP-111
PO-002811,SKU-07713,2024-05-25,25,SUP-049
PO-002812,SKU-05326,2024-08-30,599,SUP-058
PO-002813,SKU-04512,2024-01-03,730,SUP-135
PO-002814,SKU-00632,2024-05-07,485,SUP-129
PO-002815,SKU-08073,2024-06-24,544,SUP-097
PO-002816,SKU-01627,2024-04-13,238,SUP-181
PO-002817,SKU-03082,2024-03-31,546,SUP-189
PO-002818,SKU-01017,2024-12-02,75,SUP-002
PO-002819,SKU-01883,2024-04-05,493,SUP-145
PO-002820,SKU-01793,2024-01-06,980,SUP-042
PO-002821,SKU-04899,2024-08-30,77,SUP-112
PO-002822,SKU-06598,2024-06-04,46,SUP-178
PO-002823,SKU-01327,2024-07-29,99,SUP-021
PO-002824,SKU-00584,2024-11-10,412,SUP-086
PO-002825,SKU-00204,2024-08-24,483,SUP-120
PO-002826,SKU-05572,2024-05-18,61,SUP-138
PO-002827,SKU-03284,2024-10-13,358,SUP-145
PO-002828,SKU-03005,2024-08-14,610,SUP-102
PO-002829,SKU-09194,2024-06-17,81,SUP-103
PO-002830,SKU-06464,2024-11-30,400,SUP-101
PO-002831,SKU-08656,2024-03-17,115,SUP-087
PO-002832,SKU-00119,2024-11-07,598,SUP-139
PO-002833,SKU-08739,2024-09-27,447,SUP-035
PO-002834,SKU-03129,2024-12-02,534,SUP-032
PO-002835,SKU-03542,2024-06-20,272,SUP-101
PO-002836,SKU-00488,2024-04-19,721,SUP-066
PO-002837,SKU-00632,2024-09-11,480,SUP-078
PO-002838,SKU-08713,2024-08-28,985,SUP-086
PO-002839,SKU-03858,2024-10-15,706,SUP-060
PO-002840,SKU-08358,2024-06-25,792,SUP-049
PO-002841,SKU-00865,2024-12-14,798,SUP-108
PO-002842,SKU-05055,2024-03-26,50,SUP-084
PO-002843,SKU-05151,2024-02-06,120,SUP-101
PO-002844,SKU-06656,2024-10-07,794,SUP-042
PO-002845,SKU-06602,2024-09-18,138,SUP-072
PO-002846,SKU-04423,2024-09-02,657,SUP-199
PO-002847,SKU-01009,2024-03-03,302,SUP-067
PO-002848,SKU-08968,2024-12-16,204,SUP-048
PO-002849,SKU-04211,2024-09-25,844,SUP-193
PO-002850,SKU-06321,2024-04-01,744,SUP-018
PO-002851,SKU-03625,2024-07-11,214,SUP-188
PO-002852,SKU-03579,2024-12-14,824,SUP-199
PO-002853,SKU-02338,2024-03-08,227,SUP-110
PO-002854,SKU-09091,2024-04-15,397,SUP-046
PO-002855,SKU-07929,2024-03-19,135,SUP-017
PO-002856,SKU-06076,2024-12-16,962,SUP-123
PO-002857,SKU-04775,2024-08-22,809,SUP-075
PO-002858,SKU-07565,2024-05-01,44,SUP-055
PO-002859,SKU-00495,2024-12-08,676,SUP-053
PO-002860,SKU-03275,2024-03-29,593,SUP-041
PO-002861,SKU-02060,2024-03-06,816,SUP-150
PO-002862,SKU-00713,2024-03-10,679,SUP-156
PO-002863,SKU-06034,2024-10-16,485,SUP-076
PO-002864,SKU-03418,2024-03-17,817,SUP-026
PO-002865,SKU-00044,2024-06-25,609,SUP-077
PO-002866,SKU-05896,2024-04-11,587,SUP-142
PO-002867,SKU-00649,2024-07-02,86,SUP-179
PO-002868,SKU-01877,2024-02-13,526,SUP-149
PO-002869,SKU-01614,2024-08-13,984,SUP-022
PO-002870,SKU-03092,2024-02-02,295,SUP-174
PO-002871,SKU-02986,2024-12-27,212,SUP-026
PO-002872,SKU-07261,2024-10-08,483,SUP-060
PO-002873,SKU-02472,2024-04-17,367,SUP-060
PO-002874,SKU-08181,2024-06-15,992,SUP-022
PO-002875,SKU-02615,2024-03-17,399,SUP-179
PO-002876,SKU-04334,2024-06-29,623,SUP-039
PO-002877,SKU-04494,2024-12-10,206,SUP-060
PO-002878,SKU-06778,2024-12-18,808,SUP-044
PO-002879,SKU-05549,2024-12-27,556,SUP-149
PO-002880,SKU-03247,2024-07-16,922,SUP-048
PO-002881,SKU-09622,2024-06-25,171,SUP-069
PO-002882,SKU-04219,2024-04-12,238,SUP-179
PO-002883,SKU-00341,2024-03-20,206,SUP-003
PO-002884,SKU-08359,2024-10-09,100,SUP-012
PO-002885,SKU-02723,2024-01-29,603,SUP-059
PO-002886,SKU-01283,2024-08-28,534,SUP-179
PO-002887,SKU-07365,2024-02-08,462,SUP-053
PO-002888,SKU-03567,2024-03-08,447,SUP-121
PO-002889,SKU-03606,2024-02-19,759,SUP-184
PO-002890,SKU-06821,2024-01-20,769,SUP-062
PO-002891,SKU-06786,2024-06-01,153,SUP-160
PO-002892,SKU-07366,2024-12-02,645,SUP-151
PO-002893,SKU-01236,2024-10-29,677,SUP-101
PO-002894,SKU-00511,2024-07-11,902,SUP-087
PO-002895,SKU-01033,2024-12-22,453,SUP-176
PO-002896,SKU-05616,2024-05-22,168,SUP-133
PO-002897,SKU-08946,2024-10-03,121,SUP-047
PO-002898,SKU-08598,2024-07-24,405,SUP-077
PO-002899,SKU-07593,2024-02-11,491,SUP-059
PO-002900,SKU-04105,2024-12-11,449,SUP-147
PO-002901,SKU-05151,2024-04-28,921,SUP-148
PO-002902,SKU-02224,2024-06-15,393,SUP-184
PO-002903,SKU-06408,2024-04-27,238,SUP-047
PO-002904,SKU-09336,2024-03-22,868,SUP-093
PO-002905,SKU-06047,2024-01-04,867,SUP-003
PO-002906,SKU-05426,2024-05-26,681,SUP-028
PO-002907,SKU-00169,2024-07-01,378,SUP-121
PO-002908,SKU-02187,2024-08-07,726,SUP-003
PO-002909,SKU-03429,2024-02-18,467,SUP-175
PO-002910,SKU-08680,2024-09-15,74,SUP-153
PO-002911,SKU-03981,2024-10-26,838,SUP-109
PO-002912,SKU-04070,2024-08-14,721,SUP-111
PO-002913,SKU-00616,2024-03-13,163,SUP-149
PO-002914,SKU-04788,2024-08-07,755,SUP-189
PO-002915,SKU-05284,2024-03-16,497,SUP-110
PO-002916,SKU-05792,2024-11-23,616,SUP-132
PO-002917,SKU-09900,2024-04-23,50,SUP-132
PO-002918,SKU-00582,2024-04-07,44,SUP-078
PO-002919,SKU-05988,2024-03-21,652,SUP-054
PO-002920,SKU-08429,2024-01-19,625,SUP-099
PO-002921,SKU-09134,2024-08-22,787,SUP-070
PO-002922,SKU-04707,2024-09-14,21,SUP-183
PO-002923,SKU-06270,2024-05-12,986,SUP-049
PO-002924,SKU-04882,2024-08-06,772,SUP-194
PO-002925,SKU-09957,2024-05-22,78,SUP-114
PO-002926,SKU-05238,2024-02-12,637,SUP-052
PO-002927,SKU-08275,2024-10-07,853,SUP-198
PO-002928,SKU-02043,2024-05-19,421,SUP-116
PO-002929,SKU-03131,2024-04-26,50,SUP-187
PO-002930,SKU-04555,2024-03-20,328,SUP-180
PO-002931,SKU-04374,2024-10-11,528,SUP-159
PO-002932,SKU-03414,2024-12-22,335,SUP-125
PO-002933,SKU-08563,2024-08-07,367,SUP-162
PO-002934,SKU-09954,2024-10-04,596,SUP-137
PO-002935,SKU-03769,2024-11-09,207,SUP-022
PO-002936,SKU-04737,2024-01-24,523,SUP-178
PO-002937,SKU-02833,2024-12-01,533,SUP-081
PO-002938,SKU-04876,2024-10-27,850,SUP-123
PO-002939,SKU-02622,2024-12-29,343,SUP-121
PO-002940,SKU-07228,2024-09-24,281,SUP-024
PO-002941,SKU-00401,2024-05-10,205,SUP-196
PO-002942,SKU-02812,2024-04-25,240,SUP-142
PO-002943,SKU-04465,2024-02-29,170,SUP-094
PO-002944,SKU-06309,2024-04-05,967,SUP-110
PO-002945,SKU-05891,2024-11-12,759,SUP-022
PO-002946,SKU-06641,2024-06-12,57,SUP-172
PO-002947,SKU-09966,2024-11-15,854,SUP-101
PO-002948,SKU-03221,2024-08-03,787,SUP-050
PO-002949,SKU-04725,2024-05-10,787,SUP-022
PO-002950,SKU-09159,2024-07-12,134,SUP-094
PO-002951,SKU-03083,2024-08-02,589,SUP-070
PO-002952,SKU-01286,2024-10-09,902,SUP-019
PO-002953,SKU-02813,2024-09-07,647,SUP-129
PO-002954,SKU-08871,2024-08-03,938,SUP-013
PO-002955,SKU-00205,2024-10-03,644,SUP-053
PO-002956,SKU-02058,2024-01-02,547,SUP-139
PO-002957,SKU-05160,2024-10-10,969,SUP-187
PO-002958,SKU-03194,2024-04-01,632,SUP-170
PO-002959,SKU-08202,2024-07-27,214,SUP-002
PO-002960,SKU-04652,2024-05-15,289,SUP-128
PO-002961,SKU-01355,2024-09-07,742,SUP-066
PO-002962,SKU-04706,2024-10-09,222,SUP-060
PO-002963,SKU-03442,2024-02-11,825,SUP-195
PO-002964,SKU-02645,2024-08-30,655,SUP-134
PO-002965,SKU-00310,2024-10-06,449,SUP-166
PO-002966,SKU-03520,2024-06-08,498,SUP-197
PO-002967,SKU-05079,2024-07-10,291,SUP-021
PO-002968,SKU-01707,2024-03-11,557,SUP-154
PO-002969,SKU-01350,2024-08-06,551,SUP-125
PO-002970,SKU-05899,2024-11-10,812,SUP-099
PO-002971,SKU-05446,2024-08-16,559,SUP-174
PO-002972,SKU-08929,2024-04-21,565,SUP-066
PO-002973,SKU-03138,2024-12-16,127,SUP-192
PO-002974,SKU-07916,2024-08-26,233,SUP-028
